,Id,Fk_Asset,FK_OtherParameter,FK_Company,FK_OilAndGas,FK_HistoricCompany,FK_DataQuality,FK_LifeCycleTS,FK_LifeCycle,FK_OilAndGasType,NPV Current Year Forward Case,NPV Current Year High Case,NPV Current Year Low Case,NPV Current Year,NPV Current Year Mid Case,NPV Current Year Low Low Case,NPV Current Year Mid Low Case,NPV Current Year Low Low Low Case,NPV Current Year Mid Low Low Case,NPV Current Year Mid Mid Low Case,NPV Current Year Mid Mid Low Low Case
0,51353,32607,3,10,2,10,30,24,24,10,0.134000003,0.286000013,0.07,0.098999999,0.237000004,0.032900002,0.158000007,9.30E-03,9.81E-02,0.186000004,0.128000006
1,51356,32607,3,168,9,168,30,24,24,15,0.0105,0.0251,0.033300001,0.007,0.02,0.0006,0.0128,-1.70E-03,6.90E-03,1.56E-02,9.90E-03
2,51358,32607,111,168,12,168,30,24,24,6,2.099999905,,2.5,,,2.690000057,1.940000057,2.849999905,2.319999933,1.659999967,2.109999895
3,51360,32614,3,168,9,168,30,24,24,15,0.0102,0.024900001,0.0036,0.007,0.02,0.0006,0.0123,-1.20E-03,6.80E-03,0.0151,9.50E-03
4,51361,32614,111,10,2,10,30,24,24,10,-0.109999999,-0.245000005,-0.077100001,-0.080899999,-0.200000003,-0.025599999,-0.128999993,-7.30E-03,-7.90E-02,-0.153999999,-0.104000002
5,51366,32614,3,168,2,168,30,24,24,10,0.093800001,0.209000006,0.065700002,0.068899997,0.170000002,0.0218,0.109999999,6.30E-03,6.73E-02,0.130999997,8.84E-02
6,51370,32614,3,685,9,685,30,24,24,15,0.0056,0.0135,0.0019,0.0038,0.0109,0.0004,0.0067,-6.00E-04,3.70E-03,8.20E-03,5.20E-03
7,51371,32614,3,10,4,10,30,24,24,11,0.388999999,0.579999983,-0.109999999,0.162000001,0.345999986,-0.180999994,0.131999999,-0.26699999,2.30E-03,0.194999993,6.39E-02
8,51390,32621,111,12830,2,12830,30,24,24,10,-0.085699998,-0.173999995,-0.032699998,-0.069399998,-0.152999997,-0.023,-0.088200003,-6.20E-03,-6.93E-02,-0.104000002,-8.09E-02
9,51378,32614,111,10,4,10,30,24,24,11,-0.388999999,-0.579999983,0.109999999,-0.162000001,-0.345999986,0.180999994,-0.131999999,0.26699999,-2.30E-03,-0.194999993,-6.39E-02
10,51383,32619,3,12830,2,12830,30,24,24,10,0.123000003,0.377000004,0.082999997,0.096199997,0.287000001,0.0473,0.256000012,9.70E-03,9.63E-02,0.202999994,0.120999999
11,51384,32619,111,12830,2,12830,30,24,24,10,-0.123000003,-0.377000004,-0.082999997,-0.096199997,-0.287000001,-0.0473,-0.256000012,-9.70E-03,-9.63E-02,-0.202999994,-0.120999999
12,51385,32619,111,12830,9,12830,30,24,24,15,-0.0074,-0.0307,-0.0033,-0.0052,-0.022600001,1.00E-04,-0.0121,3.70E-03,-5.20E-03,-6.81E-02,-6.90E-03
13,51388,32621,111,12830,12,12830,30,24,24,8,2.450000048,1.779999971,2.720000029,2.609999895,2,2.849999905,2.319999933,2.980000019,2.609999895,2.200000048,2.470000029
14,51395,32621,3,12830,12,12830,30,24,24,8,-2.450000048,-1.779999971,-2.720000029,-2.609999895,-2,-2.849999905,-2.319999933,-2.980000019,-2.609999895,-2.200000048,-2.470000029
15,51312,32604,75,10,9,10,30,3,9,15,0,0,0.656000018,0,0,0.372000009,0,0.128000006,0.916000009,0,0
16,51314,32604,75,10,4,10,30,3,9,11,0,0,7.239999771,0,0,1.080000043,0,-1.649999976,9.770000458,0,0
17,51321,32604,3,685,4,685,30,3,9,11,7.590000153,21.71999931,0,0,15.81000042,0,8.430000305,0,0,11.94999981,6.460000038
18,51322,32604,3,168,9,168,30,3,9,15,1.120000005,2.319999933,0,0,1.879999995,0,1.220000029,0,0,1.440000057,1
19,51331,32604,39,168,12,168,30,3,9,6,0,0,0,37.31000137,0,0,0,0,0,0,0
20,51335,32607,111,10,4,10,30,24,24,11,-0.456999987,,0.194999993,2.579999924,,0.230000004,-0.160999999,0.34799999,2.74E-02,-0.231999993,-4.61E-02
21,51337,32607,3,168,12,168,30,24,24,6,-2.099999905,-1.100000024,-2.5,0.116999999,-1.399999976,-2.690000057,-1.940000057,-2.849999905,-2.319999933,-1.659999967,-2.109999895
22,51341,32607,3,10,9,10,30,24,24,15,0.0123,0.0295,0.039000001,0.0083,0.023499999,0.0007,0.015,-2.00E-03,8.20E-03,1.83E-02,1.16E-02
23,51397,32621,3,18340,2,18340,30,24,24,10,0.067400001,0.136999995,0.025699999,0.054499999,0.119999997,0.018100001,0.069300003,4.90E-03,5.45E-02,8.20E-02,6.36E-02
24,51402,32623,3,685,2,685,30,24,24,10,0.080200002,0.178000003,0.0337,0.059500001,0.144999996,0.0207,0.093999997,7.00E-03,5.85E-02,0.111000001,7.60E-02
25,51453,32638,3,18340,12,18340,30,24,24,8,-0.126000002,0.259000003,-0.300000012,-0.217999995,0.131999999,-0.374000013,-0.064000003,-0.449999988,-0.217999995,5.00E-03,-0.141000003
26,51553,32645,3,2770,12,2770,30,24,24,6,-0.0025,0.0083,-0.0071,-0.0032,0.0056,-0.009,-0.0004,-1.10E-02,-4.90E-03,3.20E-03,-2.90E-03
27,51013,32560,3,168,12,168,30,14,14,8,132.8800049,203.1399994,51.29999924,130.2200012,176.3399963,40.36000061,103.6600037,30.92000008,69.08000183,146.1900024,87.43000031
28,51054,32561,3,10,4,10,30,14,14,11,0,-2.589999914,0,0,-4.599999905,0,0,0,0,0,0
29,51368,32614,111,685,12,685,30,24,24,6,,,0.39199999,,,0.472000003,,0.556999981,,,
30,51391,32621,3,18340,9,18340,30,24,24,15,0.0139,0.015900001,0.002,0.0035,0.0126,0.0009,0.0075,-7.00E-04,3.50E-03,9.20E-03,5.50E-03
31,51333,32604,75,10,12,10,30,3,9,6,0,0,21.20000076,0,0,2.5,0,-17.73999977,42.86999893,0,0
32,51334,32604,39,10,12,10,30,3,9,6,0,0,0,43.79999924,0,0,0,0,0,0,0
33,51339,32607,3,685,12,685,30,24,24,6,-1.139999986,-0.59799999,-1.360000014,0.063500002,-0.763999999,-1.460000038,-1.059999943,-1.549999952,-1.25999999,-0.901000023,-1.149999976
34,51350,32607,111,10,2,10,30,24,24,10,-0.134000003,,-0.07,-0.098999999,,-0.032900002,-0.158000007,-9.30E-03,-9.81E-02,-0.186000004,-0.128000006
35,51408,32623,111,685,2,685,30,24,24,10,-0.080200002,-0.178000003,-0.0337,,-0.144999996,-0.0207,-0.093999997,-7.00E-03,,-0.111000001,-7.60E-02
36,51412,32623,111,18340,12,18340,30,24,24,6,,,1.110000014,,,1.399999976,,1.669999957,,,
37,51414,32623,3,685,4,685,30,24,24,11,0.363000006,0.552999973,0.0274,0.209000006,0.40200001,-0.0211,0.196999997,-7.96E-02,9.03E-02,0.240999997,0.140000001
38,51428,32624,3,12830,12,12830,30,24,24,6,0.61500001,1.559999943,0.200000003,0.389999986,1.25,0.029999999,0.768999994,-0.150000006,0.400000006,0.953999996,0.584999979
39,51441,32633,111,685,4,685,30,24,24,11,,-0.284000009,0.068300001,0.40200001,-0.173999995,0.107000001,-0.059099998,0.156000003,0.0084,0.370999992,-3.43E-02
40,51448,32638,3,18340,2,18340,30,24,24,10,0.0473,0.101999998,0.031199999,0.035799999,0.0836,0.0127,0.055100001,6.60E-03,3.57E-02,6.49E-02,4.54E-02
41,51463,32640,3,2770,4,2770,30,24,24,11,0,0,0,0,0,0,0,0,0,0,0
42,51473,32640,3,12830,4,12830,30,17,24,11,,,,,,,,,,,
43,51474,32640,111,17835,12,17835,30,17,24,6,,,,,,,,,,,
44,51481,32640,111,17835,2,17835,30,17,24,10,,,,,,,,,,,
45,51504,32640,3,17835,12,17835,30,24,24,6,-0.037099998,-0.036600001,-0.037300002,-0.0372,-0.036800001,-0.0374,-0.037,-3.75E-02,-3.72E-02,-3.69E-02,-3.71E-02
46,51515,32640,3,12830,9,12830,30,17,24,15,,,,,,,,,,,
47,51543,32645,3,685,2,685,30,24,24,10,0.0021,0.0052,0.0008,0.0023,0.0042,0.0003,0.0026,-2.00E-04,1.50E-03,3.10E-03,0.0028
48,51487,32640,111,2770,4,2770,30,17,24,11,,,,,,,,,,,
49,50997,32560,75,685,12,685,30,14,14,8,,,,-4.010000229,,,,,-1.639999986,,-5.96999979
50,51046,32561,75,685,4,685,30,14,14,11,-1.99000001,0,-1.159999967,-1.070000052,0,-1.179999948,-2.49000001,-1.200000048,-1.139999986,0,-1.120000005
51,51070,32565,3,685,12,685,30,14,14,8,2.059999943,9.300000191,-1.590000033,-0.728999972,5.849999905,-2.119999886,0.561999977,-2.220000029,-0.943000019,2.420000076,0.239999995
52,51175,32580,75,685,9,685,30,8,8,15,0.194000006,,0.104999997,0.134000003,0.374000013,0.0233,0.233999997,-0.018100001,0.130999997,0.282999992,0.182999998
53,51401,32623,111,18340,2,18340,30,24,24,10,-0.140000001,-0.312000006,-0.059099998,,-0.254000008,-0.0363,-0.164000005,-1.23E-02,,-0.194999993,-0.133000001
54,51476,32640,111,2770,12,2770,30,24,24,6,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,4.00E-04,4.00E-04,4.00E-04,4.00E-04
55,51313,32604,39,685,12,685,30,3,9,6,0,0,0,20.27000046,0,0,0,0,0,0,0
56,51332,32604,75,685,12,685,30,3,9,6,0,0,9.81000042,0,0,1.159999967,0,-8.220000267,19.85000038,0,0
57,51439,32633,3,12830,2,12830,30,24,24,10,0.207000002,0.439000011,0.077399999,0.152999997,0.36500001,0.0603,0.243000001,1.67E-02,0.172999993,0.287,0.197999999
58,51452,32638,111,12830,2,12830,30,24,24,10,-0.062700003,-0.135000005,-0.0414,-0.047400001,-0.111000001,-0.016899999,-0.073100001,-8.80E-03,-4.74E-02,-8.61E-02,-6.02E-02
59,51367,32614,3,10,9,10,30,24,24,15,0.012,0.029200001,0.0042,0.0082,0.023499999,0.0008,0.0144,-0.0014,8.00E-03,1.77E-02,0.0112
60,51387,32619,3,12830,9,12830,30,24,24,15,0.0074,0.0307,0.0033,0.0052,0.022600001,-1.00E-04,0.0121,-3.70E-03,5.20E-03,6.81E-02,6.90E-03
61,51386,32619,3,12830,12,12830,30,24,24,8,-1.799999952,-0.589999974,-2.299999952,-2.059999943,-0.970000029,-2.559999943,-1.639999986,-2.819999933,-2.059999943,-1.340000033,-1.850000024
62,51301,32604,39,168,9,168,30,3,9,15,0,0,0,0.774999976,0,0,0,0,0,0,0
63,51304,32604,3,10,4,10,30,3,9,11,16.38999939,46.93000031,0,0,34.13999939,0,18.20000076,0,0,25.80999947,13.96000004
64,51324,32604,75,168,4,168,30,3,9,11,0,0,6.170000076,0,0,0.917999983,0,-1.409999967,8.319999695,0,0
65,51411,32623,111,18340,9,18340,30,24,24,15,-0.015900001,-0.0383,-0.0055,,-0.0307,-0.0023,-0.019099999,1.10E-03,,-2.31E-02,-1.49E-02
66,51415,32623,111,685,12,685,30,24,24,6,,,0.635999978,,,0.800999999,,0.961000025,,,
67,51427,32624,111,12830,4,12830,30,24,24,11,-0.372999996,-0.579999983,0.0187,-0.26699999,-0.414000005,0.057,-0.186000004,0.112999998,-6.94E-02,-0.305999994,-0.125
68,51454,32638,111,18340,12,18340,30,24,24,8,,,0.300000012,,,0.374000013,,0.449999988,,,
69,51462,32640,111,685,4,685,30,24,24,11,-0.0002,-0.0002,1.00E-04,-1.00E-04,-0.0002,1.00E-04,-1.00E-04,1.00E-04,0,-1.00E-04,0
70,51480,32640,111,2770,2,2770,30,17,24,10,,,,,,,,,,,
71,51512,32640,3,17835,9,17835,30,24,24,15,0,0,0,0,0,0,0,0,0,0,0
72,51524,32640,3,685,2,685,30,17,24,10,,,,,,,,,,,
73,51467,32640,111,2770,4,2770,30,24,24,11,0,0,0,0,0,0,0,0,0,0,0
74,51484,32640,3,12830,2,12830,30,24,24,10,1.00E-04,0.0004,1.00E-04,1.00E-04,0.0002,0,1.00E-04,0,1.00E-04,2.00E-04,1.00E-04
75,51491,32640,111,17824,4,17824,30,17,24,11,,,,,,,,,,,
76,51500,32640,111,12830,4,12830,30,17,24,11,,,,,,,,,,,
77,51511,32640,111,17835,9,17835,30,24,24,15,0,0,0,0,0,0,0,0,0,0,0
78,51529,32640,3,17835,4,17835,30,24,24,11,0.0002,0.0002,0,1.00E-04,1.00E-04,-1.00E-04,1.00E-04,-1.00E-04,0,1.00E-04,0
79,50996,32560,75,168,4,168,30,14,14,11,,,,3.779999971,,,,,,,5.860000134
80,51015,32560,75,10,4,10,30,14,14,11,,,,4.440000057,,,,,,,6.880000114
81,51034,32561,3,168,12,168,30,14,14,8,72.58000183,105.9300003,34.29000092,48.29999924,88.23999786,25.09000015,64.75,15.89000034,43.47999954,62.20000076,52.68000031
82,51037,32561,75,168,12,168,30,14,14,8,2.670000076,,0.196999997,0.289000005,,0.104999997,3.170000076,1.24E-02,0.289000005,,0.381999999
83,51052,32561,3,10,4,10,30,14,14,11,-90.08999634,-44.27000046,-101.4800034,-59.40000153,-53.90999985,-105.9400024,-90.19000244,-111.0800018,-96.98000336,-52.09999847,-92.55000305
84,51083,32566,111,10,2,10,30,6,6,10,,,-20.22999954,,,-12.44999981,,-4.630000114,-27.31999969,,
85,51253,32593,3,12830,12,12830,30,14,14,8,2.549999952,4.510000229,-0.680000007,0.878000021,2.869999886,-1.559999943,2.150000095,-2.460000038,0.159999996,3.099999905,1.120000005
86,51296,32602,3,16,9,16,30,10,10,15,-0.421000004,-0.474000007,-0.384000003,-0.421000004,-0.432999998,-0.421000004,-0.421000004,-0.421000004,-0.372999996,-0.423000008,-0.398000002
87,253192,194792,3,10,4,10,30,24,24,11,0.082599998,0.148000002,-0.0145,0.0044,0.093400002,-0.0297,0.038199998,-6.65E-02,-2.70E-03,0.030200001,9.30E-03
88,253202,194792,111,685,2,685,30,24,24,10,-0.0065,,-0.003,-0.0035,,-0.0011,-0.0083,9.00E-04,-4.10E-03,-1.49E-02,-5.10E-03
89,51319,32604,111,685,4,685,30,3,9,11,0,0,-3.349999905,0,0,-0.499000013,0,0.763999999,-4.519999981,0,0
90,51340,32607,111,168,9,168,30,24,24,15,-0.0105,,-0.033300001,-0.007,,-0.0006,-0.0128,1.70E-03,-6.90E-03,-1.56E-02,-9.90E-03
91,51430,32633,3,12830,9,12830,30,24,24,15,0.019400001,0.0458,0.0047,0.0131,0.036699999,0.0023,0.023499999,-2.70E-03,1.30E-02,2.86E-02,1.83E-02
92,51438,32633,3,12830,4,12830,30,24,24,11,0.773000002,1.139999986,-0.273000002,-1.610000014,0.691999972,-0.428000003,0.236000001,-0.621999979,-3.37E-02,-1.480000019,0.136999995
93,51456,32638,3,12830,12,12830,30,24,24,8,-0.167999998,0.344999999,-0.398999989,-0.289999992,0.174999997,-0.497000009,-0.085000001,-0.596000016,-0.289999992,5.00E-03,-0.187000006
94,51460,32640,3,17824,2,17824,30,24,24,10,1.00E-04,0.0002,0,1.00E-04,1.00E-04,0,1.00E-04,0,1.00E-04,1.00E-04,1.00E-04
95,51468,32640,111,685,9,685,30,24,24,15,0,0,0,0,0,0,0,0,0,0,0
96,51469,32640,111,17824,12,17824,30,17,24,6,,,,,,,,,,,
97,51492,32640,111,17824,12,17824,30,24,24,6,0.073600002,0.0726,0.074000001,0.073799998,0.072899997,0.074199997,0.073399998,7.44E-02,7.38E-02,7.32E-02,7.36E-02
98,51501,32640,111,685,4,685,30,17,24,11,,,,,,,,,,,
99,51503,32640,111,12830,9,12830,30,17,24,15,,,,,,,,,,,
100,51510,32640,3,17835,2,17835,30,17,24,10,,,,,,,,,,,
101,51535,32640,111,685,12,685,30,17,24,6,,,,,,,,,,,
102,51419,32624,3,12830,9,12830,30,24,24,15,0.0091,0.0232,0.0028,0.0059,0.0185,0.0005,0.0111,-1.60E-03,5.80E-03,1.37E-02,8.50E-03
103,51539,32645,3,8924,2,8924,30,24,24,10,0.0028,0.0067,0.001,0.003,0.0054,0.0004,0.0034,-3.00E-04,2.00E-03,4.10E-03,3.70E-03
104,51517,32640,3,685,9,685,30,17,24,15,,,,,,,,,,,
105,51570,32649,3,685,4,685,30,24,24,11,0.0233,0.034200002,-0.0036,0.0109,0.0229,-0.0079,0.0076,-0.0136,-5.00E-04,0.0151,5.70E-03
106,51095,32566,111,168,2,168,30,6,6,10,,,-17.22999954,,,-10.60999966,,-3.940000057,-23.28000069,,
107,51147,32575,39,10,12,10,30,7,7,6,,,,,24.12999916,,,,,,
108,246860,192071,111,685,4,685,30,31,31,11,-6.010000229,,-1.649999976,-6.539999962,-8.579999924,-0.254999995,-4.590000153,0.653999984,-3.130000114,-6.659999847,-4.590000153
109,51307,32604,39,10,4,10,30,3,9,11,0,0,0,20.5,0,0,0,0,0,0,0
110,51405,32623,3,18340,2,18340,30,24,24,10,0.140000001,0.312000006,0.059099998,0.104000002,0.254000008,0.0363,0.164000005,1.23E-02,0.101999998,0.194999993,0.133000001
111,51493,32640,3,2770,9,2770,30,17,24,15,,,,,,,,,,,
112,51354,32607,111,685,4,685,30,24,24,11,-0.211999998,,0.090300001,1.190000057,,0.105999999,-0.0744,0.160999998,0.0127,-0.107000001,-2.13E-02
113,51355,32607,3,168,4,168,30,24,24,11,0.388999999,0.588,-0.165999994,-2.190000057,0.382999986,-0.195999995,0.136999995,-0.296000004,-2.33E-02,0.196999997,3.93E-02
114,51359,32614,111,168,12,168,30,24,24,6,,,0.720000029,,,0.867999971,,1.029999971,,,
115,51362,32614,111,685,2,685,30,24,24,10,-0.050999999,-0.112999998,-0.035700001,-0.0374,-0.0924,-0.0119,-0.059500001,-3.40E-03,-3.66E-02,-7.13E-02,-4.80E-02
116,51363,32614,3,685,4,685,30,24,24,11,0.180000007,0.268000007,-0.050900001,0.0748,0.159999996,-0.083800003,0.0612,-0.123999998,1.10E-03,9.01E-02,2.96E-02
117,51364,32614,111,168,4,168,30,24,24,11,-0.331,-0.493999988,0.093699999,-0.137999997,-0.294,0.153999999,-0.112999998,0.228,-2.00E-03,-0.165999994,-5.45E-02
118,51372,32614,111,10,12,10,30,24,24,6,,,0.846000016,,,1.019999981,,1.200000048,,,
119,51375,32614,111,168,2,168,30,24,24,10,-0.093800001,-0.209000006,-0.065700002,-0.068899997,-0.170000002,-0.0218,-0.109999999,-6.30E-03,-6.73E-02,-0.130999997,-8.84E-02
120,51376,32614,111,685,9,685,30,24,24,15,-0.0056,-0.0135,-0.0019,-0.0038,-0.0109,-0.0004,-0.0067,6.00E-04,-3.70E-03,-8.20E-03,-5.20E-03
121,51377,32614,3,685,2,685,30,24,24,10,0.050999999,0.112999998,0.035700001,0.0374,0.0924,0.0119,0.059500001,3.40E-03,3.66E-02,7.13E-02,4.80E-02
122,51379,32614,3,168,12,168,30,24,24,6,-0.319000006,0.612999976,-0.720000029,-0.453000009,0.349999994,-0.867999971,-0.162000001,-1.029999971,-0.532999992,8.59E-02,-0.345999986
123,51381,32614,3,10,2,10,30,24,24,10,0.109999999,0.245000005,0.077100001,0.080899999,0.200000003,0.025599999,0.128999993,7.30E-03,7.90E-02,0.153999999,0.104000002
124,51392,32621,111,18340,9,18340,30,24,24,15,-0.0139,-0.015900001,-0.002,-0.0035,-0.0126,-0.0009,-0.0075,7.00E-04,-3.50E-03,-9.20E-03,-5.50E-03
125,51394,32621,111,18340,12,18340,30,24,24,8,1.919999957,1.389999986,2.140000105,2.049999952,1.570000052,2.24000001,1.820000052,2.339999914,2.049999952,1.720000029,1.940000057
126,51369,32614,3,685,12,685,30,24,24,6,-0.173999995,0.333000004,-0.39199999,-0.246999994,0.189999998,-0.472000003,-0.087899998,-0.556999981,-0.289999992,4.66E-02,-0.187999994
127,51374,32614,111,685,4,685,30,24,24,11,-0.180000007,-0.268000007,0.050900001,-0.0748,-0.159999996,0.083800003,-0.0612,0.123999998,-1.10E-03,-9.01E-02,-2.96E-02
128,51302,32604,3,10,9,10,30,3,9,15,1.320000052,2.730000019,0,0,2.210000038,0,1.440000057,0,0,1.700000048,1.179999948
129,51309,32604,111,685,9,685,30,3,9,15,0,0,-0.30399999,0,0,-0.172000006,0,-5.91E-02,-0.423999995,0,0
130,51323,32604,111,10,12,10,30,3,9,6,0,0,-21.20000076,0,0,-2.5,0,17.73999977,-42.86999893,0,0
131,51328,32604,111,10,4,10,30,3,9,11,0,0,-7.239999771,0,0,-1.080000043,0,1.649999976,-9.770000458,0,0
132,51343,32607,3,685,4,685,30,24,24,11,0.211999998,0.319999993,-0.090300001,-1.190000057,0.208000004,-0.105999999,0.0744,-0.160999998,-0.0127,0.107000001,2.13E-02
133,51344,32607,111,168,4,168,30,24,24,11,-0.388999999,,0.165999994,2.190000057,,0.195999995,-0.136999995,0.296000004,2.33E-02,-0.196999997,-3.93E-02
134,51398,32621,3,12830,2,12830,30,24,24,10,0.085699998,0.173999995,0.032699998,0.069399998,0.152999997,0.023,0.088200003,6.20E-03,6.93E-02,0.104000002,8.09E-02
135,51421,32624,3,12830,4,12830,30,24,24,11,0.372999996,0.579999983,-0.0187,0.26699999,0.414000005,-0.057,0.186000004,-0.112999998,6.94E-02,0.305999994,0.125
136,51502,32640,111,685,9,685,30,17,24,15,,,,,,,,,,,
137,51518,32640,3,17824,12,17824,30,24,24,6,-0.073600002,-0.0726,-0.074000001,-0.073799998,-0.072899997,-0.074199997,-0.073399998,-7.44E-02,-7.38E-02,-7.32E-02,-7.36E-02
138,51357,32607,111,10,9,10,30,24,24,15,-0.0123,,-0.039000001,-0.0083,,-0.0007,-0.015,2.00E-03,-8.20E-03,-1.83E-02,-1.16E-02
139,51382,32614,111,10,9,10,30,24,24,15,-0.012,-0.029200001,-0.0042,-0.0082,-0.023499999,-0.0008,-0.0144,0.0014,-8.00E-03,-1.77E-02,-0.0112
140,51311,32604,39,10,9,10,30,3,9,15,0,0,0,0.910000026,0,0,0,0,0,0,0
141,51318,32604,3,10,12,10,30,3,9,6,74.27999878,183.7899933,0,0,143.8899994,0,83.3199997,0,0,103.9899979,63.11999893
142,51342,32607,3,168,2,168,30,24,24,10,0.114,0.243000001,0.059599999,0.084299997,0.202999994,0.028000001,0.134000003,7.90E-03,8.35E-02,0.158999994,0.108999997
143,51345,32607,111,685,12,685,30,24,24,6,1.139999986,,1.360000014,,,1.460000038,1.059999943,1.549999952,1.25999999,0.901000023,1.149999976
144,51349,32607,3,10,12,10,30,24,24,6,-2.470000029,-1.289999962,-2.940000057,0.136999995,-1.649999976,-3.160000086,-2.289999962,-3.349999905,-2.730000019,-1.950000048,-2.49000001
145,51338,32607,111,685,2,685,30,24,24,10,-0.061999999,,-0.032400001,-0.0458,,-0.0152,-0.072899997,-4.30E-03,-4.54E-02,-8.63E-02,-5.94E-02
146,51399,32621,111,12830,9,12830,30,24,24,15,-0.0177,-0.020199999,-0.0026,-0.0044,-0.016000001,-0.0012,-0.0096,1.00E-03,-4.40E-03,-1.17E-02,-7.00E-03
147,51409,32623,3,18340,12,18340,30,24,24,6,-0.479000002,1.059999943,-1.110000014,-0.73299998,0.552999973,-1.399999976,-0.234999999,-1.669999957,-0.827000022,0.160999998,-0.526000023
148,51413,32623,3,685,9,685,30,24,24,15,0.0091,0.0219,0.0031,0.0063,0.0176,0.0013,0.0109,-6.00E-04,6.20E-03,1.32E-02,8.50E-03
149,51420,32624,111,12830,2,12830,30,24,24,10,-0.083400004,-0.192000002,-0.064800002,-0.059700001,-0.156000003,-0.018100001,-0.098700002,-3.60E-03,-5.88E-02,-0.118000001,-7.90E-02
150,51445,32633,111,685,12,685,30,24,24,6,,,0.569000006,,,0.637000024,0.326999992,0.703999996,0.500999987,,0.421000004
151,51446,32638,111,12830,9,12830,30,24,24,15,-0.0072,-0.0166,-0.0035,-0.0052,-0.0134,-0.0012,-0.0085,-1.00E-04,-5.20E-03,-1.02E-02,-6.80E-03
152,51464,32640,3,17824,4,17824,30,17,24,11,,,,,,,,,,,
153,51495,32640,3,17824,2,17824,30,17,24,10,,,,,,,,,,,
154,51549,32645,111,685,9,685,30,24,24,15,-0.0002,-0.0005,0,-1.00E-04,-0.0004,1.00E-04,-0.0002,1.00E-04,0,-3.00E-04,-1.00E-04
155,51578,32649,111,12830,4,12830,30,24,24,11,-0.093000002,-0.136999995,0.0143,-0.043699998,,0.0317,-0.030400001,5.46E-02,2.10E-03,-6.03E-02,-2.27E-02
156,51494,32640,3,685,4,685,30,17,24,11,,,,,,,,,,,
157,51496,32640,111,685,2,685,30,24,24,10,-1.00E-04,-0.0002,0,0,-1.00E-04,0,-1.00E-04,0,0,-1.00E-04,-1.00E-04
158,51523,32640,3,12830,2,12830,30,17,24,10,,,,,,,,,,,
159,51526,32640,3,2770,2,2770,30,24,24,10,0,0,0,0,0,0,0,0,0,0,0
160,51025,32560,75,10,12,10,30,14,14,8,,,,-8.670000076,,,,,-3.529999971,,-12.89000034
161,51060,32563,3,168,4,168,30,2,2,11,-0.136999995,-0.140000001,-0.136999995,-0.137999997,-0.137999997,-0.136999995,-0.136999995,-0.136999995,-0.136999995,-0.136999995,-0.136999995
162,51078,32566,39,685,2,685,30,6,6,10,,,,13.32999992,,,19.93000031,,,,
163,51393,32621,3,18340,12,18340,30,24,24,8,-1.919999957,-1.389999986,-2.140000105,-2.049999952,-1.570000052,-2.24000001,-1.820000052,-2.339999914,-2.049999952,-1.720000029,-1.940000057
164,51380,32614,3,10,12,10,30,24,24,6,-0.375,0.720000029,-0.846000016,-0.532000005,0.411000013,-1.019999981,-0.189999998,-1.200000048,-0.625999987,0.101000004,-0.405999988
165,51315,32604,111,168,4,168,30,3,9,11,0,0,-6.170000076,0,0,-0.917999983,0,1.409999967,-8.319999695,0,0
166,51365,32614,111,168,9,168,30,24,24,15,-0.0102,-0.024900001,-0.0036,-0.007,-0.02,-0.0006,-0.0123,1.20E-03,-6.80E-03,-0.0151,-9.50E-03
167,51326,32604,75,168,9,168,30,3,9,15,0,0,0.558000028,0,0,0.317000002,0,0.108999997,0.781000018,0,0
168,51404,32623,111,685,9,685,30,24,24,15,-0.0091,-0.0219,-0.0031,,-0.0176,-0.0013,-0.0109,6.00E-04,,-1.32E-02,-8.50E-03
169,51406,32623,111,18340,4,18340,30,24,24,11,-0.634999991,-0.967000008,-0.048,,-0.703999996,0.036899999,-0.344999999,0.138999999,,-0.421999991,-0.245000005
170,51465,32640,111,2770,9,2770,30,24,24,15,0,0,0,0,0,0,0,0,0,0,0
171,51389,32621,111,18340,2,18340,30,24,24,10,-0.067400001,-0.136999995,-0.025699999,-0.054499999,-0.119999997,-0.018100001,-0.069300003,-4.90E-03,-5.45E-02,-8.20E-02,-6.36E-02
172,51373,32614,3,168,4,168,30,24,24,11,0.331,0.493999988,-0.093699999,0.137999997,0.294,-0.153999999,0.112999998,-0.228,2.00E-03,0.165999994,5.45E-02
173,51303,32604,39,685,9,685,30,3,9,15,0,0,0,0.421000004,0,0,0,0,0,0,0
174,51306,32604,111,685,12,685,30,3,9,6,0,0,-9.81000042,0,0,-1.159999967,0,8.220000267,-19.85000038,0,0
175,51310,32604,39,168,4,168,30,3,9,11,0,0,0,17.45999908,0,0,0,0,0,0,0
176,51317,32604,3,168,12,168,30,3,9,6,63.27999878,156.5599976,0,0,122.5699997,0,70.98000336,0,0,88.58999634,53.77000046
177,51329,32604,75,685,4,685,30,3,9,11,0,0,3.349999905,0,0,0.499000013,0,-0.763999999,4.519999981,0,0
178,51330,32604,75,168,12,168,30,3,9,6,0,0,18.05999947,0,0,2.130000114,0,-15.10999966,36.52000046,0,0
179,51347,32607,3,685,9,685,30,24,24,15,0.0057,0.0136,0.018100001,0.0038,0.0109,0.0003,0.0069,-9.00E-04,3.80E-03,8.50E-03,5.40E-03
