,Id,Fk_Asset,FK_OtherParameter,FK_Company,FK_OilAndGas,FK_HistoricCompany,FK_DataQuality,FK_LifeCycleTS,FK_LifeCycle,FK_OilAndGasType,NPV Current Year Forward Case,NPV Current Year High Case,NPV Current Year Low Case,NPV Current Year,NPV Current Year Mid Case,NPV Current Year Low Low Case,NPV Current Year Mid Low Case,NPV Current Year Low Low Low Case,NPV Current Year Mid Low Low Case,NPV Current Year Mid Mid Low Case,NPV Current Year Mid Mid Low Low Case
908,303865,238914,111,18340,4,18340,30,24,24,11,-0.555999994,-0.848999977,,-0.370000005,-0.609000027,0.0067,-0.289000005,9.90E-02,-0.136000007,-0.460000008,-0.218999997
909,307894,244622,3,10,4,10,30,23,23,11,556.8800049,632.4799805,528.4199829,576.0100098,603.4299927,518.1799927,559.6799927,508.269989,538.9299927,584.2800293,549.25
910,307898,244622,3,168,2,168,30,23,23,10,85.40000153,115.1699982,67.51999664,72.48999786,103.2799988,61.22999954,87.90000153,55.40999985,71.54000092,88.12000275,75.63999939
911,307902,244622,3,685,2,685,30,23,23,10,109.0699997,179.0099945,48.27999878,74.77999878,148.1399994,37.8199997,104.3300018,21.10000038,66.37000275,123.3700027,89.01999664
912,302436,237729,75,685,12,685,30,3,9,6,24.07999992,0,-21.39999962,-2.799999952,0,-39.20999908,36.45000076,-58.75,-2.730000019,0,17.55999947
913,302440,237729,111,685,4,685,30,3,9,11,-42.40999985,0,-14.94999981,-47.29999924,0,-6.570000172,-37.74000168,0.555999994,-23.90999985,0,-37.74000168
914,302442,237729,111,12830,4,12830,30,3,9,11,-169.6600037,0,-59.79999924,-189.1799927,0,-26.29999924,-150.9400024,2.220000029,-95.65000153,0,-150.9400024
915,302447,237729,75,12830,4,12830,30,3,9,11,169.6600037,0,59.79999924,189.1799927,0,26.29999924,150.9400024,-2.220000029,95.65000153,0,120.4199982
916,302452,237729,3,685,9,685,30,3,9,15,0,8.619999886,0,0,6.980000019,0,0,0,0,5.139999866,0
917,333201,280717,3,168,12,168,30,6,6,8,,17.45999908,,,,,,,,,
918,333204,280717,39,168,12,168,30,6,6,8,,,,,12.47000027,,,,,,
919,333208,280717,111,168,12,168,30,6,6,8,-2.390000105,,3.829999924,1.019999981,,6.949999809,-4.730000019,9.510000229,1.019999981,-7.5,-4.730000019
920,333211,280718,3,10,12,10,30,6,6,8,,167.9400024,,,128.7700043,,68.19000244,,,89.59999847,
921,333212,280718,111,10,12,10,30,6,6,8,-50.20999908,,-1.190000057,-23.95000076,,18.69000053,,40.09000015,-23.95999908,,
922,333214,280718,75,168,12,168,30,6,6,8,42.77000046,,1.00999999,20.39999962,,-15.92000008,,-34.15999985,20.40999985,,39.41999817
923,333216,280718,111,168,12,168,30,6,6,8,-42.77000046,,-1.00999999,-20.39999962,,15.92000008,,34.15999985,-20.40999985,,
924,333217,280718,75,685,12,685,30,6,6,8,23.25,,0.550000012,11.09000015,,-8.649999619,,-18.55999947,11.09000015,,21.43000031
925,333218,280718,75,10,12,10,30,6,6,8,50.20999908,,1.190000057,23.95000076,,-18.69000053,,-40.09000015,23.95999908,,46.27999878
926,331391,279421,75,10,12,10,30,3,8,8,60.25,0,-6.730000019,20.80999947,0,-35.11000061,77.95999908,-60.95999908,21.48999977,0,49.83000183
927,331393,279421,111,168,4,168,30,3,8,11,-19.84000015,0,-7.309999943,-22.28000069,0,-3.940000057,-18.12000084,0.112999998,-11.10999966,0,-18.12000084
928,331397,279421,111,685,4,685,30,3,8,11,-10.77999973,0,-3.970000029,-12.10999966,0,-2.140000105,-9.850000381,0.0612,-6.039999962,0,-9.850000381
929,331401,279421,111,685,12,685,30,3,8,8,-27.88999939,0,3.119999886,-9.630000114,0,16.26000023,-36.09000015,28.22999954,-9.949999809,0,-36.09000015
930,331402,279421,3,685,4,685,30,3,8,11,0,23.97999954,0,0,18.02000046,0,0,0,0,13.84000015,0
931,331403,279421,3,685,12,685,30,3,8,8,0,100.8700027,0,0,75.08000183,0,0,0,0,48.61000061,0
932,331404,279421,3,10,12,10,30,3,8,8,0,217.8899994,0,0,162.1699982,0,0,0,0,105.0100021,0
933,331408,279421,75,10,4,10,30,3,8,11,23.29000092,0,8.579999924,26.14999962,0,4.630000114,21.27000046,-0.131999999,13.05000019,0,17.04000092
934,253196,194792,3,10,12,10,30,24,24,8,-0.523999989,-0.338,-0.609000027,-0.528999984,-0.398999989,-0.651000023,-0.493999988,-0.672999978,-0.566999972,-0.423000008,-0.528999984
935,222362,119380,75,1084,12,1084,30,3,3,6,,,2.24000001,4.889999866,,-0.400000006,,-2.99000001,4.900000095,,
936,229629,122542,75,2770,4,2770,30,31,31,11,0.0134,,0.0036,0.0152,,0,0.0126,-2.20E-03,6.40E-03,,9.50E-03
937,229634,122542,39,2770,12,2770,30,31,31,8,0,0,0,0,0,0,0,0,0,0.087899998,0
938,303846,238914,111,685,2,685,30,24,24,10,-0.051399998,-0.116999999,,-0.039900001,-0.095600002,-0.020199999,-0.059999999,-6.30E-03,-4.06E-02,-7.34E-02,-4.95E-02
939,303847,238914,3,685,12,685,30,24,24,8,-0.540000022,0.0152,-0.771000028,-0.64200002,-0.165999994,-0.879000008,-0.453000009,-0.971000016,-0.661000013,-0.345999986,-0.558000028
940,303863,238914,3,18247,12,18247,30,24,24,8,-0.811999977,0.0229,-1.159999967,-0.963999987,-0.248999998,-1.320000052,-0.67900002,-1.460000038,-0.996999979,-0.518999994,-0.836000025
941,307893,244622,3,685,4,685,30,23,23,11,110.5999985,294.9599915,41.86000061,144.3099976,220.6799927,16.77000046,113.9499969,-6.309999943,66.75,166.9100037,91.27999878
942,229622,122542,3,2770,12,2770,30,31,31,8,0,0.160999999,0,0,0.125,0,0,0,0,0,0
943,51031,32561,111,685,4,685,30,14,14,11,1.99000001,0,1.159999967,1.070000052,0,1.179999948,2.49000001,1.200000048,1.139999986,0,2.49000001
944,51059,32563,3,168,12,168,30,2,2,8,-1.129999995,-1.149999976,-1.129999995,-1.129999995,-1.129999995,-1.129999995,-1.129999995,-1.129999995,-1.129999995,-1.129999995,-1.129999995
945,51079,32566,3,168,2,168,30,6,6,10,31.09000015,66.62999725,,,54.52999878,,,,,42.43000031,
946,51230,32585,75,16,12,16,30,8,8,6,-13.18000031,-13.03999996,-13.85000038,-13.53999996,-12.82999992,-14.15999985,-12.89999962,-14.47000027,-13.53999996,-12.64999962,-13.22999954
947,51264,32597,39,16,2,16,30,9,9,10,42.29999924,,,,,,,,,59.50999832,
948,189303,105466,3,685,4,685,30,24,24,11,0.086999998,0.126000002,-0.0031,0.0363,0.087399997,-0.0166,0.039700001,-3.12E-02,0.0112,0.054699998,2.64E-02
949,189317,105466,111,12830,8,12830,30,24,24,6,,,0.555000007,,,0.665000022,,0.771000028,,,
950,253149,194789,111,10,4,10,30,24,24,11,-0.128000006,-0.189999998,-0.0127,,-0.138999999,0.0054,-0.072899997,2.28E-02,,-0.105999999,-5.22E-02
951,253167,194791,3,168,4,168,30,24,24,11,0.112000004,0.159999996,-0.027799999,0.0276,0.104000002,-0.0469,0.041700002,-7.30E-02,8.10E-03,5.57E-02,1.78E-02
952,253176,194791,3,685,4,685,30,24,24,11,0.060699999,0.087099999,-0.0151,0.015,0.056699999,-0.0255,0.022700001,-0.039700001,4.40E-03,3.03E-02,9.70E-03
953,253189,194792,111,685,9,685,30,24,24,15,-0.0004,,0,-1.00E-04,,0.0002,-0.0007,4.00E-04,-2.00E-04,-9.00E-04,-3.00E-04
954,253216,194793,111,685,12,685,30,24,24,8,0.654999971,0.481000006,0.725000024,0.656000018,0.532999992,0.759000003,0.616999984,0.781000018,0.694999993,0.555000007,0.658999979
955,222360,119380,75,11168,12,11168,30,3,3,6,,,11.19999981,24.46999931,,-2.019999981,,-14.94999981,24.48999977,,
956,303841,238910,111,1084,4,1084,30,24,24,11,-0.0307,-0.044,0.0031,-0.0091,-0.031599998,0.0068,-0.0148,0.0164,-2.90E-03,-1.48E-02,-7.70E-03
957,303856,238914,111,18340,12,18340,30,24,24,8,,,,,,2.200000048,,2.430000067,,,
958,302450,237729,3,12830,4,12830,30,3,9,11,0,362.230011,0,0,271.6700134,0,0,0,0,211.5099945,0
959,333215,280718,111,685,12,685,30,6,6,8,-23.25,,-0.550000012,-11.09000015,,8.649999619,,18.55999947,-11.09000015,,
960,331394,279421,3,168,4,168,30,3,8,11,0,44.13000107,0,0,33.15999985,0,0,0,0,25.45999908,0
961,229616,122542,3,17835,4,17835,30,31,31,11,,3.410000086,,,2.50999999,,,,,,
962,303813,238910,3,11168,2,11168,30,24,24,10,0.0275,0.0634,0.0081,0.0232,0.050799999,0.0051,0.033,-1.30E-03,1.52E-02,0.040100001,3.01E-02
963,303798,238908,111,18340,4,18340,30,24,24,11,-1.860000014,-3.140000105,-0.264999986,,-2.279999971,0.200000003,-1.080000043,0.681999981,,-1.129999995,-0.889999986
964,302448,237729,75,12830,12,12830,30,3,9,6,96.3199997,0,-85.62000275,-11.18999958,0,-156.8399963,145.8399963,-234.9700012,-10.92000008,0,70.26000214
965,213800,113026,75,685,4,685,30,3,3,11,3.680000067,,-11.44999981,3.049999952,,-14.36999989,-1.409999967,-17.46999931,-8.170000076,,-4.920000076
966,253215,194793,3,168,4,168,30,24,24,11,0.202000007,0.284999996,-0.005,0.070799999,0.204999998,-0.0265,0.092,-0.079800002,2.97E-02,9.75E-02,7.47E-02
967,303864,238914,111,18247,9,18247,30,24,24,15,-0.009,-0.0221,,-0.0065,-0.0178,-0.0019,-0.0108,1.00E-04,-6.80E-03,-1.32E-02,-8.60E-03
968,333219,280718,3,685,12,685,30,6,6,8,,77.75,,,59.61999893,,31.5699997,,,41.47999954,
969,331407,279421,75,168,4,168,30,3,8,11,19.84000015,0,7.309999943,22.28000069,0,3.940000057,18.12000084,-0.112999998,11.10999966,0,14.52000046
970,253144,194789,111,10,9,10,30,24,24,15,-0.0031,-0.0072,-0.0012,,-0.0058,-0.0005,-0.0037,2.00E-04,,-4.40E-03,-2.70E-03
971,253159,194791,3,10,4,10,30,24,24,11,0.130999997,0.187999994,-0.032600001,0.032400001,0.122000001,-0.055100001,0.048999999,-8.57E-02,9.50E-03,6.54E-02,2.09E-02
972,229604,122542,3,17835,12,17835,30,31,31,8,0,16.94000053,0,0,13.0699997,0,0,0,0,0,0
973,303809,238910,111,1084,2,1084,30,24,24,10,-0.0055,-0.0127,-0.0016,-0.0046,-0.0102,-0.001,-0.0066,3.00E-04,-3.00E-03,-8.00E-03,-6.00E-03
974,303861,238914,3,18340,4,18340,30,24,24,11,0.555999994,0.848999977,0.070299998,0.370000005,0.609000027,-0.0067,0.289000005,-9.90E-02,0.136000007,0.460000008,0.218999997
975,333213,280718,3,168,12,168,30,6,6,8,,143.0599976,,,109.6900024,,58.08000183,,,76.31999969,
976,51114,32570,3,10,4,10,30,14,14,11,7.46999979,37.0699997,4.46999979,20.5699997,28.98999977,1.179999948,14.40999985,-2.170000076,7.800000191,23.75,11.10000038
977,51185,32580,39,685,8,685,30,8,8,6,,2.940000057,,,,,,,,,
978,51232,32586,3,12830,12,12830,30,14,14,8,1.379999995,22.47999954,3.710000038,4.25,17.88999939,2.950000048,1.019999981,2.190000057,4.480000019,2.450000048,-0.569999993
979,51243,32589,3,10,4,10,30,14,14,11,2.670000076,6.300000191,1.24000001,4.829999924,5.300000191,0.810000002,2.450000048,0.458000004,1.649999976,5.239999771,2.049999952
980,189322,105466,3,12830,4,12830,30,24,24,11,0.282999992,0.409000009,-0.01,0.118000001,0.284000009,-0.054000001,0.128999993,-0.101000004,3.64E-02,0.178000003,8.59E-02
981,213797,113026,3,1084,2,1084,30,3,3,10,,6.670000076,,,5.400000095,,,,,,
982,253141,194789,3,168,2,168,30,24,24,10,0.0228,0.049899999,0.0111,0.016000001,0.0407,0.0066,0.0266,2.10E-03,1.79E-02,3.15E-02,2.06E-02
983,253155,194789,111,685,9,685,30,24,24,15,-0.0014,-0.0034,-0.0006,,-0.0027,-0.0002,-0.0017,1.00E-04,,-2.00E-03,-1.30E-03
984,253185,194792,3,685,2,685,30,24,24,10,0.0065,0.0188,0.003,0.0035,0.0175,0.0011,0.0083,-9.00E-04,4.10E-03,1.49E-02,5.10E-03
985,253207,194793,3,10,4,10,30,24,24,11,0.237000004,0.335000008,-0.0058,0.0832,0.241999999,-0.031099999,0.108000003,-9.37E-02,0.034899998,0.114,8.77E-02
986,253226,194793,3,685,12,685,30,24,24,8,-0.654999971,-0.481000006,-0.725000024,-0.656000018,-0.532999992,-0.759000003,-0.616999984,-0.781000018,-0.694999993,-0.555000007,-0.658999979
987,229606,122542,39,2770,4,2770,30,31,31,11,,,,,,,,,,1.85E-02,
988,229613,122542,3,12830,12,12830,30,31,31,8,0,49.25,0,0,38,0,0,0,0,0,0
989,303787,238908,111,18340,2,18340,30,24,24,10,-0.467999995,-1.039999962,-0.217999995,,-0.848999977,-0.108999997,-0.546999991,-3.78E-02,,-0.65200001,-0.444000006
990,303811,238910,111,685,4,685,30,24,24,11,-0.076700002,-0.109999999,0.0078,-0.0228,-0.079099998,0.017000001,-0.037,4.10E-02,-7.30E-03,-3.69E-02,-1.93E-02
991,303820,238910,111,11168,9,11168,30,24,24,15,-0.002,-0.0059,0,-0.001,-0.0046,0.0004,-0.0026,1.10E-03,-7.00E-04,-3.40E-03,-8.80E-03
992,303859,238914,3,18340,2,18340,30,24,24,10,0.128000006,0.293000013,0.072499998,0.0999,0.238999993,0.050500002,0.150000006,1.57E-02,0.101999998,0.184,0.123000003
993,302439,237729,111,685,9,685,30,3,9,15,-3.960000038,0,-1.929999948,-2.849999905,0,-1.070000052,-4.510000229,-1.00999999,-2.849999905,0,-4.510000229
994,333199,280717,39,10,12,10,30,6,6,8,,,,,14.64000034,,,,,,
995,331395,279421,3,168,12,168,30,3,8,8,0,185.6100006,0,0,138.1499939,0,0,0,0,89.45999908,0
996,331399,279421,111,168,12,168,30,3,8,8,-51.3199997,0,5.730000019,-17.72999954,0,29.90999985,-66.41000366,51.93000031,-18.30999947,0,-66.41000366
997,331406,279421,111,10,4,10,30,3,8,11,-23.29000092,0,-8.579999924,-26.14999962,0,-4.630000114,-21.27000046,0.131999999,-13.05000019,0,-21.27000046
998,246866,192071,75,685,12,685,30,31,31,8,1.649999976,,-15.32999992,-8.149999619,28.37999916,-22.12000084,7.760000229,-29.18000031,-8.029999733,15.11999989,0.180000007
