,Id,FK_Asset,Year,FK_Company,FK_OilAndGas,FK_DataQuality,FK_OtherParameter,FK_HistoricCompany,FK_LifeCycleTS,FK_LifeCycle,FK_OilAndGasType,Production,Production Forward Case,Production High Case,Production Low Case,Production Mid Case,Production Low Low Case,Production Mid Low Case,Production Low Low Low Case,Production Mid Low Low Case,Production Mid Mid Low Case,Production Mid Mid Low Low Case
14311,17157265,122542,2049,12830,12,29,120,12830,1,31,8,0,0,,0,,0,0,0,0,,0
14312,17157272,122542,2049,17824,12,29,84,17824,1,31,8,0,0,,0,,0,0,0,0,,0
14313,17157274,122542,2049,17835,4,29,12,17835,1,31,11,,,0.001,,0,,,,,,
14314,10279454,279421,2035,168,12,29,84,168,16,8,8,0.657000005,0.657000005,,0.657000005,,0.657000005,0.657000005,0.657000005,0.657000005,,0.657000005
14315,10281584,280718,2035,685,12,29,120,685,17,6,8,-1.029999971,-1.029999971,,-1.029999971,,-1.029999971,,-1.029999971,-1.029999971,,-1.029999971
14316,11400341,32560,2038,10,4,29,12,10,14,14,11,0.0011,0.0011,0.0011,0,0.0011,0,0.0011,0,0,1.10E-03,1.10E-03
14317,11400389,32565,2038,168,4,29,12,168,2,14,11,0,0,0.0045,0,0.0045,0,0,0,0,0,0
14318,11400390,32565,2038,168,12,29,12,168,2,14,8,0,0,0.142000005,0,0.142000005,0,0,0,0,0,0
14319,11400407,32566,2038,168,2,29,120,168,16,6,10,,,,-0.181999996,,-0.181999996,,-0.181999996,-0.181999996,,-0.181999996
14320,11400416,32566,2038,685,4,29,12,685,16,6,11,,0.240999997,0.240999997,,0.240999997,,,,,0.240999997,
14321,11400419,32566,2038,685,4,29,120,685,16,6,11,,,,-0.240999997,,-0.240999997,,-0.240999997,-0.240999997,,-0.240999997
14322,11400427,32567,2038,168,8,29,12,168,2,14,9,0,0.0264,0.0264,0,0.0264,0,0.0264,0,0,2.64E-02,0
14323,11400433,32573,2038,10,4,29,48,10,16,7,11,,,,,,,,,,0.158999994,
14324,11400467,32575,2038,685,12,29,120,685,14,7,6,-0.044500001,-0.044500001,,-0.044500001,,-0.044500001,-0.044500001,-4.45E-02,-4.45E-02,-4.45E-02,-4.45E-02
14325,11400481,32580,2038,10,9,29,48,10,17,8,20,,,0.004,,,,,,,,
14326,11400488,32580,2038,10,9,29,120,10,17,8,19,-0.0105,-0.0105,,-0.0105,-0.0105,-0.0105,-0.0105,-1.05E-02,-1.05E-02,-1.05E-02,-1.05E-02
14327,11400495,32580,2038,168,8,29,120,168,17,8,6,-0.138999999,-0.138999999,,-0.138999999,-0.138999999,-0.138999999,-0.138999999,-0.138999999,-0.138999999,-0.138999999,-0.138999999
14328,11400514,32580,2038,685,9,29,48,685,17,8,17,,,0.0025,,,,,,,,
14329,11400553,32582,2038,18247,2,29,120,18247,14,8,10,,,,-0.049199998,,-0.049199998,,-4.92E-02,-4.92E-02,,
14330,12108058,122542,2039,685,12,29,12,685,14,31,8,,,0.043900002,,0.043900002,,,,,,
14331,11400567,32582,2038,18247,9,29,84,18247,14,8,18,,,,0.0011,,0.0011,,1.10E-03,1.10E-03,,
14332,11400570,32582,2038,18247,9,29,120,18247,14,8,17,,,,-0.001,,-0.001,,-1.00E-03,-1.00E-03,,
14333,11400586,32582,2038,18340,9,29,48,18340,14,8,17,0.0016,,,,,,,,,,1.60E-03
14334,11400588,32582,2038,18340,9,29,48,18340,14,8,19,0.0031,,,,,,,,,,3.10E-03
14335,11400603,32589,2038,10,12,29,12,10,14,14,8,0.0041,0.0034,0.0028,0.0042,0.0035,0.0042,0.0033,0,3.90E-03,3.10E-03,3.40E-03
14336,11400645,32602,2038,16,9,29,12,16,15,10,17,0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,,1.11E-02,1.11E-02,1.11E-02
14337,11400706,32604,2038,168,12,29,84,168,14,9,6,,,,0,,0,,0,0,,
14338,10169423,119380,2035,2770,12,29,84,2770,16,3,6,0.142000005,,,0.142000005,,0.142000005,,0.142000005,0.142000005,,
14339,10262087,238908,2035,18340,4,29,12,18340,16,24,11,0.028899999,0.028899999,0.028899999,0.028899999,0.028899999,0.028899999,0.028899999,2.89E-02,2.89E-02,2.89E-02,2.89E-02
14340,10207703,194789,2035,685,12,29,12,685,17,24,8,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,2.60E-03,2.60E-03,2.60E-03,2.60E-03
14341,11537360,97385,2038,16,9,29,84,16,16,9,20,0.0094,,,0.0094,,0.0094,0.0094,9.40E-03,9.40E-03,,9.40E-03
14342,11537364,97385,2038,16,9,29,120,16,16,9,20,-0.0094,,,-0.0094,,-0.0094,-0.0094,-9.40E-03,-9.40E-03,,-9.40E-03
14343,11606775,122542,2038,685,4,29,12,685,14,31,11,,,0.0111,,0.0111,,,,,,
14344,11606805,122542,2038,17824,12,29,84,17824,14,31,8,0.074900001,0.074900001,,0.074900001,,0.074900001,0.074900001,7.49E-02,7.49E-02,,7.49E-02
14345,11587660,113026,2038,2770,2,29,12,2770,14,3,10,,,0.016100001,,0.016100001,,,,,,
14346,11717205,279421,2038,10,12,29,84,10,14,8,8,0.546999991,0.546999991,,0.546999991,,0.546999991,0.546999991,0.546999991,0.546999991,,0.546999991
14347,11717209,279421,2038,168,4,29,120,168,14,8,11,-0.116999999,-0.116999999,,-0.116999999,,-0.116999999,-0.116999999,-0.116999999,-0.116999999,,-0.116999999
14348,11717210,279421,2038,168,12,29,12,168,14,8,8,,,0.465999991,,0.465999991,,,,,0.465999991,
14349,11637802,194789,2038,168,2,29,12,168,15,24,10,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,5.00E-04,5.00E-04,5.00E-04,5.00E-04
14350,17650218,192071,2050,18340,4,29,84,18340,2,31,11,0,0,,0,0.02,0,0,0,0,2.00E-02,0
14351,18116694,194791,2051,10,4,29,12,10,14,24,11,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,2.90E-03,2.90E-03,2.90E-03,2.90E-03
14352,18116712,194791,2051,685,9,29,12,685,14,24,20,0,0,0,0,0,0,0,0,0,0,0
14353,18116720,194792,2051,10,12,29,12,10,14,24,8,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
14354,18116754,194793,2051,685,9,29,12,685,14,24,20,0,0,0,0,0,0,0,0,0,0,0
14355,18116755,194793,2051,685,12,29,12,685,14,24,8,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,3.60E-03,3.60E-03,3.60E-03,3.60E-03
14356,12088912,113026,2039,685,2,29,48,685,14,3,10,,,,,,,,,,3.43E-02,
14357,12088923,113026,2039,1084,4,29,12,1084,14,3,11,,,0.050799999,,0.050799999,,,,,,
14358,12088931,113026,2039,2770,4,29,12,2770,14,3,11,,,0.050799999,,0.050799999,,,,,,
14359,12199743,238908,2039,18340,9,29,12,18340,14,24,20,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
14360,12139360,194789,2039,168,9,29,12,168,15,24,18,0,0,0,0,0,0,0,0,0,0,0
14361,12220468,279421,2039,168,12,29,84,168,14,8,8,0.419,0.419,,0.419,,0.419,0.419,0.419,0.419,,0.419
14362,12220469,279421,2039,168,12,29,120,168,14,8,8,-0.419,-0.419,,-0.419,,-0.419,-0.419,-0.419,-0.419,,-0.419
14363,11696183,237729,2038,685,12,29,12,685,16,9,6,,,0.497999996,,0.497999996,,,,,0.497999996,
14364,11696185,237729,2038,685,12,29,120,685,16,9,6,-0.497999996,-0.497999996,,-0.497999996,,-0.497999996,-0.497999996,-0.497999996,-0.497999996,,-0.497999996
14365,11400545,32582,2038,685,9,29,84,685,14,8,20,,,,0.0005,,0.0005,,5.00E-04,5.00E-04,,
14366,11400647,32602,2038,16,9,29,12,16,15,10,19,0.021,0.021,0.021,0.021,0.021,0.021,0.021,,2.10E-02,2.10E-02,2.10E-02
14367,11400722,32604,2038,685,9,29,84,685,14,9,19,,,,0,,0,,0,0,,
14368,17610332,113026,2050,685,4,29,12,685,14,3,11,,,0.039799999,,0.039799999,,,,,,
14369,11637801,194789,2038,10,12,29,12,10,15,24,8,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,5.30E-03,5.30E-03,5.30E-03,5.30E-03
14370,11551251,105982,2038,16,9,29,12,16,16,31,19,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,2.55E-02,2.55E-02,2.55E-02,2.55E-02
14371,18116680,194789,2051,168,4,29,12,168,14,24,11,0.0004,0.0004,0.0004,0,0.0004,0,0.0004,0,4.00E-04,4.00E-04,4.00E-04
14372,18116708,194791,2051,685,4,29,12,685,14,24,11,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,1.30E-03,1.30E-03,1.30E-03,1.30E-03
14373,11719425,280717,2038,10,12,29,84,10,16,6,8,0.321999997,0.321999997,,0.321999997,,0.321999997,0.321999997,0.321999997,0.321999997,0.321999997,0.321999997
14374,15110476,97385,2045,16,9,29,84,16,14,9,18,0.0035,,,0.0035,,0.0035,0.0035,0,3.50E-03,,3.50E-03
14375,15302088,280717,2045,168,12,29,12,168,14,6,8,,,0.073899999,,,,,,,,
14376,15203253,192071,2045,685,4,29,84,685,14,31,11,0.0195,0.0195,,0,0.0195,0,0.0195,0,1.95E-02,1.95E-02,1.95E-02
14377,15203261,192071,2045,18340,12,29,48,18340,14,31,8,,,0.153999999,,,,,,,,
14378,15178484,122542,2045,685,12,29,48,685,2,31,8,,,,,,,,,,0.0211,
14379,15178514,122542,2045,17835,4,29,120,17835,2,31,11,0,0,,0,,0,-0.0035,0,0,,0
14380,15159545,113026,2045,11168,4,29,48,11168,14,3,11,,,,,,,,,,0.140000001,
14381,15497412,32560,2046,10,4,29,120,10,14,14,11,-0.169,,,,,,,,0,,-0.244000003
14382,15497442,32566,2046,168,2,29,48,168,14,6,10,0.063000001,,,,,,0.063000001,,,,
14383,15497515,32580,2046,168,4,29,120,168,14,8,11,-0.043200001,-0.043200001,,-0.043200001,-0.043200001,-0.043200001,-0.043200001,-4.32E-02,-4.32E-02,-4.32E-02,-4.32E-02
14384,15719146,194791,2046,10,9,29,12,10,15,24,17,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
14385,15780323,237729,2046,685,9,29,108,685,14,9,20,0.0027,0.0027,,0.0027,,0.0027,0.0027,0,2.70E-03,,2.70E-03
14386,15629505,105466,2046,12830,9,29,12,12830,15,24,20,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
14387,15274532,238908,2045,685,9,29,12,685,14,24,19,0,0,0,0,0,0,0,0,0,0,0
14388,15781766,238914,2046,18340,9,29,12,18340,17,24,17,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,3.00E-04,3.00E-04,3.00E-04,3.00E-04
14389,15781768,238914,2046,18340,9,29,12,18340,17,24,19,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,5.00E-04,5.00E-04,5.00E-04,5.00E-04
14390,15781769,238914,2046,18340,9,29,12,18340,17,24,20,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,2.00E-04,2.00E-04,2.00E-04,2.00E-04
14391,15686266,122542,2046,2770,4,29,48,2770,2,31,11,,,,,,,,,,0,
14392,15619218,97385,2046,16,9,29,48,16,14,9,17,,0.0027,,,,,,,,2.70E-03,
14393,15619228,97385,2046,16,9,29,120,16,14,9,19,-0.0051,,,-0.0051,,-0.0051,-0.0051,0,-5.10E-03,,-5.10E-03
14394,13596297,109270,2042,9704,10,29,12,9704,26,26,22,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996
14395,12916088,32580,2041,168,9,29,84,168,16,8,17,0.0022,0.0022,,0.0022,0.0022,0.0022,0.0022,2.20E-03,2.20E-03,2.20E-03,2.20E-03
14396,13216056,244622,2041,168,4,29,12,168,14,23,11,0.731999993,0.731999993,0.731999993,0.731999993,0.731999993,0.731999993,0.731999993,0,0.731999993,0.731999993,0.731999993
14397,12915974,32560,2041,168,12,29,84,168,14,14,8,0.162000001,,,,,,,,0,,0.136999995
14398,13236718,279421,2041,168,12,29,84,168,14,8,8,0.342000008,0.342000008,,0.342000008,,0.342000008,0.342000008,0.342000008,0.342000008,,0.342000008
14399,12915977,32560,2041,685,4,29,12,685,14,14,11,0.135000005,0.131999999,0.125,0,0.126000002,0,0.129999995,0,0,0.128000006,0.131999999
14400,6222182,244622,2023,685,4,29,12,685,17,23,11,0.138999999,0.138999999,0.138999999,0.138999999,0.138999999,0.138999999,0.138999999,0.138999999,0.138999999,0.138999999,0.138999999
14401,12108077,122542,2039,12830,12,29,120,12830,14,31,8,-0.095700003,-0.095700003,,-0.095700003,,-0.095700003,-0.095700003,-9.57E-02,-9.57E-02,,-9.57E-02
14402,6432741,244622,2024,685,4,29,12,685,17,23,11,0.490999997,0.490999997,0.490999997,0.490999997,0.490999997,0.490999997,0.490999997,0.490999997,0.490999997,0.490999997,0.490999997
14403,6283767,32559,2024,2770,12,29,12,2770,14,14,8,0,0,0,0,0,0,0,0,0,0,0
14404,6283778,32560,2024,685,12,29,12,685,14,14,8,0.634000003,0.634000003,0.634000003,0.633000016,0.634000003,0.633000016,0.634000003,0,0.634000003,0.634000003,0.634000003
14405,6283779,32561,2024,10,4,2,12,10,14,14,11,0.375999987,0.375999987,0.375999987,0.375999987,0.375999987,0.375999987,0.375999987,0.375999987,0.375999987,0.375999987,0.375999987
14406,6283784,32561,2024,685,12,2,12,685,14,14,8,0.256000012,0.256000012,0.256000012,0.256000012,0.256000012,0.256000012,0.256000012,0.256000012,0.256000012,0.256000012,0.256000012
14407,6283820,32589,2024,10,12,29,12,10,14,14,8,1.110000014,1.080000043,1.289999962,0.778999984,1.159999967,0.676999986,0.925000012,0.479000002,0.806999981,0.976000011,0.841000021
14408,6283858,32604,2024,10,9,29,120,10,23,9,19,,,,0,,0,,0,0,,
14409,6283860,32604,2024,10,12,29,12,10,23,9,6,,0,0,,0,,0,,,0,0
14410,6283890,32604,2024,685,4,29,84,685,23,9,11,,,,0,,0,,0,0,,
14411,6283904,32604,2024,685,9,29,120,685,23,9,17,,,,0,,0,,0,0,,
14412,6283910,32604,2024,685,12,29,84,685,23,9,6,,,,0,,0,,0,0,,
14413,6035528,244622,2022,685,4,29,12,685,23,23,11,0,0,0,0,0,0,0,0,0,0,0
14414,6440891,279421,2024,10,4,29,120,10,23,8,11,0,0,,0,,0,0,0,0,,0
14415,6283770,32559,2024,12830,4,29,12,12830,14,14,11,0.537000001,0.537000001,0.537000001,0.537000001,0.537000001,0.537000001,0.537000001,0.537,0.537,0.537,0.537
14416,6283903,32604,2024,685,9,29,84,685,23,9,20,,,,0,,0,,0,0,,
14417,2819431,109270,2000,9704,10,21,12,9704,26,26,22,0,0,0,0,0,0,0,0,0,0,0
14418,10441116,32560,2036,685,12,29,12,685,14,14,8,1.00E-04,1.00E-04,1.00E-04,0,1.00E-04,0,1.00E-04,0,1.00E-04,1.00E-04,1.00E-04
14419,10441118,32560,2036,685,12,29,120,685,14,14,8,0,,,,,,,,0,,0
14420,10441132,32561,2036,685,4,29,84,685,2,14,11,0,0,,0,,0,0,0,0,,0
14421,10441148,32566,2036,10,2,29,84,10,16,6,10,,,,0.298000008,,0.298000008,,0.298000008,0.298000008,,0.298000008
14422,10441151,32566,2036,10,4,29,48,10,16,6,11,0.72299999,,,,,,0.72299999,,,,
14423,10441162,32566,2036,685,2,29,12,685,16,6,10,,0.137999997,0.137999997,,0.137999997,,,,,0.137999997,
14424,10441238,32580,2036,10,9,29,120,10,17,8,19,-0.0028,-0.0028,,-0.0028,-0.0028,-0.0028,-0.0028,-0.0028,-0.0028,-0.0028,-0.0028
14425,10441259,32580,2036,685,4,29,84,685,17,8,11,0.034600001,0.034600001,,0.034600001,0.034600001,0.034600001,0.034600001,3.46E-02,3.46E-02,3.46E-02,3.46E-02
14426,10441290,32582,2036,685,9,29,48,685,14,8,19,0.0018,,,,,,,,,,1.80E-03
14427,10441303,32582,2036,18247,2,29,120,18247,14,8,10,,,,-0.070500001,,-0.070500001,,-7.05E-02,-7.05E-02,,
14428,10441329,32582,2036,18340,4,29,48,18340,14,8,11,0.104000002,,,,,,,,,,0.104000002
14429,17157267,122542,2049,17824,4,29,48,17824,1,31,11,,,,,,,,,,0,
14430,10281576,280718,2035,10,12,29,12,10,17,6,8,,,2.220000029,,2.220000029,,2.220000029,,,2.220000029,
14431,10281581,280718,2035,168,12,29,120,168,17,6,8,-1.889999986,-1.889999986,,-1.889999986,,-1.889999986,,-1.889999986,-1.889999986,,-1.889999986
14432,10281583,280718,2035,685,12,29,84,685,17,6,8,1.029999971,1.029999971,,1.029999971,,1.029999971,,1.029999971,1.029999971,,1.029999971
14433,11400335,32559,2038,2770,12,29,12,2770,2,14,8,0,0.0126,0.0126,0,0.0126,0,0.0126,0,0,1.26E-02,1.26E-02
14434,11400353,32560,2038,168,4,29,120,168,14,14,11,0,,,,,,,,0,,-1.10E-03
14435,11400360,32560,2038,685,4,29,12,685,14,14,11,0.172000006,0.166999996,0.158000007,0,0.159999996,0,0.165000007,0,0,0.163000003,0.167999998
14436,11400413,32566,2038,685,2,29,48,685,16,6,10,0.098899998,,,,,,0.098899998,,,,
14437,11400417,32566,2038,685,4,29,48,685,16,6,11,0.240999997,,,,,,0.240999997,,,,
14438,11400454,32573,2038,685,12,29,84,685,16,7,6,0.108000003,0.108000003,,0.108000003,,0.108000003,0.108000003,0.108000003,0.108000003,,0.108000003
14439,11400463,32575,2038,168,12,29,120,168,14,7,6,-0.081900001,-0.081900001,,-0.081900001,,-0.081900001,-0.081900001,-0.081900001,-0.081900001,-0.081900001,-0.081900001
14440,11400477,32580,2038,10,8,29,120,10,17,8,6,-0.163000003,-0.163000003,,-0.163000003,-0.163000003,-0.163000003,-0.163000003,-0.163000003,-0.163000003,-0.163000003,-0.163000003
14441,11400482,32580,2038,10,9,29,84,10,17,8,17,0.0055,0.0055,,0.0055,0.0055,0.0055,0.0055,5.50E-03,5.50E-03,5.50E-03,5.50E-03
14442,11400493,32580,2038,168,8,29,48,168,17,8,6,,,0.138999999,,,,,,,,
14443,11400515,32580,2038,685,9,29,48,685,17,8,18,,,0.0029,,,,,,,,
14444,11400519,32580,2038,685,9,29,84,685,17,8,18,0.0029,0.0029,,0.0029,0.0029,0.0029,0.0029,2.90E-03,2.90E-03,2.90E-03,2.90E-03
14445,11400525,32580,2038,685,9,29,120,685,17,8,20,-0.0019,-0.0019,,-0.0019,-0.0019,-0.0019,-0.0019,-1.90E-03,-1.90E-03,-1.90E-03,-1.90E-03
14446,11400529,32582,2038,685,2,29,120,685,14,8,10,,,,-0.0328,,-0.0328,,-3.28E-02,-3.28E-02,,
14447,11400537,32582,2038,685,9,29,12,685,14,8,20,,0.0005,0.0005,,0.0005,,0.0005,,,5.00E-04,
14448,11400485,32580,2038,10,9,29,84,10,17,8,20,0.004,0.004,,0.004,0.004,0.004,0.004,4.00E-03,4.00E-03,4.00E-03,4.00E-03
14449,11400548,32582,2038,685,9,29,120,685,14,8,19,,,,-0.0012,,-0.0012,,-1.20E-03,-1.20E-03,,
14450,11400556,32582,2038,18247,4,29,84,18247,14,8,11,,,,0.043699998,,0.043699998,,4.37E-02,4.37E-02,,
14451,11400607,32589,2038,168,4,29,12,168,14,14,11,0.331,0.234999999,0.158000007,0.550000012,0.181999996,0.510999978,0.259000003,0,0.405000001,0.223000005,0.312000006
14452,11400613,32589,2038,685,4,29,12,685,14,14,11,0.180000007,0.128000006,0.0858,0.298999995,0.098700002,0.277999997,0.141000003,0,0.219999999,0.120999999,0.170000002
14453,11400622,32597,2038,16,4,29,12,16,15,9,11,,,4.889999866,,4.889999866,,,,,,
14454,11400636,32597,2038,16,9,29,84,16,15,9,19,0.284999996,,,0.284999996,,0.284999996,0.284999996,0.284999996,0.284999996,,0.284999996
14455,11400689,32604,2038,168,9,29,12,168,14,9,18,,0,0,,0,,0,,,0,0
14456,11400716,32604,2038,685,9,29,48,685,14,9,17,0,,,,,,,,,,
14457,11400720,32604,2038,685,9,29,84,685,14,9,17,,,,0,,0,,0,0,,
14458,11630699,192071,2038,685,4,29,48,685,14,31,11,,,0.046999998,,,,,,,,
14459,10169428,119380,2035,11168,12,29,12,11168,16,3,6,,0.708999991,0.708999991,,0.708999991,,0.708999991,,,0.708999991,0.708999991
14460,10207697,194789,2035,685,2,29,12,685,17,24,10,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,3.00E-04,3.00E-04,3.00E-04,3.00E-04
14461,11537344,97385,2038,16,2,29,120,16,16,9,10,-0.060899999,,,-0.060899999,,-0.060899999,-0.060899999,-6.09E-02,-6.09E-02,,-6.09E-02
14462,11606777,122542,2038,685,4,29,84,685,14,31,11,0.0111,0.0111,,0.0111,,0.0111,0.0111,1.11E-02,1.11E-02,,1.11E-02
14463,11587658,113026,2038,1084,4,29,84,1084,14,3,11,0.059700001,0.059700001,,0.059700001,,0.059700001,0.059700001,5.97E-02,5.97E-02,,5.97E-02
14464,18108935,192071,2051,685,12,29,84,685,2,31,8,0,0,,0,0.024,0,0,0,0,0,0
14465,17746460,280717,2050,685,12,29,120,685,2,6,8,0,0,,0,,0,0,0,0,-2.00E-02,0
14466,17610334,113026,2050,685,4,29,84,685,14,3,11,0.039799999,0.039799999,,0,,0,0.039799999,0,0,,3.98E-02
14467,11637814,194789,2038,685,9,29,12,685,15,24,20,0,0,0,0,0,0,0,0,0,0,0
14468,18116673,194789,2051,10,4,29,12,10,14,24,11,0.0005,0.0005,0.0005,0,0.0005,0,0.0005,0,5.00E-04,5.00E-04,5.00E-04
14469,18116682,194789,2051,168,9,29,12,168,14,24,18,0,0,0,0,0,0,0,0,0,0,0
14470,18116691,194789,2051,685,9,29,12,685,14,24,20,0,0,0,0,0,0,0,0,0,0,0
14471,18116717,194792,2051,10,9,29,12,10,14,24,18,0,0,0,0,0,0,0,0,0,0,0
14472,18116747,194793,2051,168,9,29,12,168,14,24,20,0,0,0,0,0,0,0,0,0,0,0
14473,12088938,113026,2039,8924,2,29,120,8924,14,3,10,-0.041099999,-0.041099999,,-0.041099999,,-0.041099999,-0.041099999,-4.11E-02,-4.11E-02,,-4.11E-02
14474,12139361,194789,2039,168,9,29,12,168,15,24,19,0,0,0,0,0,0,0,0,0,0,0
14475,12220458,279421,2039,10,4,29,12,10,14,8,11,,,0.123000003,,0.123000003,,,,,0.123000003,
14476,12220466,279421,2039,168,4,29,120,168,14,8,11,-0.104999997,-0.104999997,,-0.104999997,,-0.104999997,-0.104999997,-0.104999997,-0.104999997,,-0.104999997
14477,11697179,238908,2038,685,9,29,12,685,16,24,17,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
14478,11696170,237729,2038,685,4,29,120,685,16,9,11,-0.342000008,-0.342000008,,-0.342000008,,-0.342000008,-0.342000008,-0.342000008,-0.342000008,,-0.342000008
14479,11696200,237729,2038,12830,9,29,120,12830,16,9,20,-0.021500001,-0.021500001,,-0.021500001,,-0.021500001,-0.021500001,-2.15E-02,-2.15E-02,,-2.15E-02
14480,10441319,32582,2036,18247,9,29,84,18247,14,8,20,,,,0.001,,0.001,,1.00E-03,1.00E-03,,
14481,11400375,32561,2038,168,4,29,12,168,1,14,11,0,0,0.079499997,0,0,0,0,0,0,0,0
14482,11400478,32580,2038,10,9,29,48,10,17,8,17,,,0.0055,,,,,,,,
14483,11400593,32582,2038,18340,9,29,84,18340,14,8,20,,,,0.0012,,0.0012,,1.20E-03,1.20E-03,,
14484,11400608,32589,2038,168,4,29,12,168,14,14,11,0.009,0.0059,0.0063,0.0104,0.0056,0.0104,0.0064,0,7.40E-03,6.00E-03,8.60E-03
14485,11630709,192071,2038,18340,12,29,84,18340,14,31,8,0.372999996,0.372999996,,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996,0.372999996
14486,10169429,119380,2035,11168,12,29,84,11168,16,3,6,0.708999991,,,0.708999991,,0.708999991,,0.708999991,0.708999991,,
14487,11596754,119380,2038,2770,12,29,12,2770,16,3,6,,0.091600001,0.091600001,,0.091600001,,0.091600001,,,9.16E-02,9.16E-02
14488,18116719,194792,2051,10,9,29,12,10,14,24,20,0,0,0,0,0,0,0,0,0,0,0
14489,18116722,194792,2051,168,4,29,12,168,14,24,11,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,1.20E-03,1.20E-03,1.20E-03,1.20E-03
14490,18116737,194793,2051,10,9,29,12,10,14,24,17,0,0,0,0,0,0,0,0,0,0,0
14491,18116738,194793,2051,10,9,29,12,10,14,24,18,0,0,0,0,0,0,0,0,0,0,0
14492,18116749,194793,2051,685,2,29,12,685,14,24,10,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,4.00E-04,4.00E-04,4.00E-04,4.00E-04
14493,12088918,113026,2039,685,4,29,120,685,14,3,11,-0.127000004,-0.127000004,,-0.127000004,,-0.127000004,-0.127000004,-0.127000004,-0.127000004,,-0.127000004
14494,11696196,237729,2038,12830,9,29,84,12830,16,9,20,0.021500001,0.021500001,,0.021500001,,0.021500001,0.021500001,2.15E-02,2.15E-02,,2.15E-02
14495,18108938,192071,2051,18340,4,29,84,18340,2,31,11,0,0,,0,0.0093,0,0,0,0,0,0
14496,15110467,97385,2045,16,9,29,12,16,14,9,17,,,0.0031,,0.0031,,,,,,
14497,15110477,97385,2045,16,9,29,84,16,14,9,19,0.006,,,0.006,,0.006,0.006,0,6.00E-03,,6.00E-03
14498,21249204,109270,2059,9704,10,29,12,9704,26,26,22,0.388999999,0.388999999,0.388999999,0.388999999,0.388999999,0.388999999,0.388999999,0.388999999,0.388999999,0.388999999,0.388999999
14499,15302086,280717,2045,10,12,29,84,10,14,6,8,0.086800002,0.086800002,,0.086800002,,0.086800002,0.086800002,8.68E-02,8.68E-02,8.68E-02,8.68E-02
14500,15302101,280718,2045,168,12,29,120,168,14,6,8,-0.690999985,-0.690999985,,-0.690999985,,-0.690999985,,-0.690999985,-0.690999985,,-0.690999985
14501,15211273,194789,2045,10,2,29,12,10,14,24,10,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,2.00E-04,2.00E-04,2.00E-04,2.00E-04
14502,15211276,194789,2045,10,9,29,12,10,14,24,18,0,0,0,0,0,0,0,0,0,0,0
14503,15203263,192071,2045,18340,12,29,120,18340,14,31,8,-0.153999999,-0.153999999,,0,-0.153999999,0,-0.153999999,0,-0.153999999,-0.153999999,-0.153999999
14504,15273146,237729,2045,685,9,29,36,685,14,9,20,,,0.0029,,0.0029,,,,,2.90E-03,
14505,15273161,237729,2045,12830,9,29,36,12830,14,9,17,,,0.015699999,,0.015699999,,,,,1.57E-02,
14506,15273168,237729,2045,12830,9,29,108,12830,14,9,20,0.0115,0.0115,,0.0115,,0.0115,0.0115,0,1.15E-02,,1.15E-02
14507,15273169,237729,2045,12830,9,29,144,12830,14,9,17,-0.015699999,-0.015699999,,-0.015699999,,-0.015699999,-0.015699999,0,-1.57E-02,,-1.57E-02
14508,15178483,122542,2045,685,12,29,12,685,2,31,8,,,0.0211,,0.0211,,,,,,
14509,15178503,122542,2045,17824,4,29,12,17824,2,31,11,,,0.0069,,0.0069,,,,,,
