,Id,FK_Asset,Year,FK_Company,FK_OilAndGas,FK_DataQuality,FK_OtherParameter,FK_HistoricCompany,FK_LifeCycleTS,FK_LifeCycle,FK_OilAndGasType,Production,Production Forward Case,Production High Case,Production Low Case,Production Mid Case,Production Low Low Case,Production Mid Low Case,Production Low Low Low Case,Production Mid Low Low Case,Production Mid Mid Low Case,Production Mid Mid Low Low Case
0,28626150,89094,2100,9703,11,29,12,9703,30,30,21,0.108999997,0.108999997,0.108999997,0.108999997,0.108999997,0.108999997,0.108999997,0.108999997,0.108999997,0.108999997,0.108999997
1,28383859,109270,2097,9704,10,29,12,9704,26,26,23,0,0,0,0,0,0,0,0,0,0,0
2,28611792,32640,2100,685,9,29,12,685,31,24,20,0,0,0,0,0,0,0,0,0,0,0
3,28611797,32640,2100,2770,9,29,12,2770,31,24,18,0,0,0,0,0,0,0,0,0,0,0
4,28611818,32640,2100,17835,9,29,12,17835,31,24,18,0,0,0,0,0,0,0,0,0,0,0
5,19502428,280717,2054,10,12,29,12,10,1,6,8,,,0.027100001,,,,,,,,
6,19502439,280717,2054,685,12,29,120,685,1,6,8,0,0,,0,,0,0,0,0,0,0
7,19502448,280718,2054,685,12,29,120,685,14,6,8,-0.159999996,-0.159999996,,0,,0,,0,-0.159999996,,-0.159999996
8,18918713,105466,2053,685,9,29,12,685,14,24,18,0,0,0,0,0,0,0,0,0,0,0
9,19475345,238914,2054,685,12,29,12,685,16,24,8,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,7.50E-03,7.50E-03,7.50E-03,7.50E-03
10,19334350,97385,2054,16,4,29,12,16,14,9,11,,,0.038199998,,0.038199998,,,,,,
11,28611809,32640,2100,17824,4,29,12,17824,31,24,11,0,0,0,0,0,0,0,0,0,0,0
12,28611811,32640,2100,17824,9,29,12,17824,31,24,18,0,0,0,0,0,0,0,0,0,0,0
13,28611816,32640,2100,17835,4,29,12,17835,31,24,11,0,0,0,0,0,0,0,0,0,0,0
14,25479735,109270,2075,9704,10,29,12,9704,26,26,23,0,0,0,0,0,0,0,0,0,0,0
15,18918721,105466,2053,12830,9,29,12,12830,14,24,19,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
16,19475346,238914,2054,18247,2,29,12,18247,16,24,10,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,1.20E-03,1.20E-03,1.20E-03,1.20E-03
17,19419791,194789,2054,168,12,29,12,168,2,24,8,0,0.0005,0.0005,0,0.0005,0,0.0005,0,0,5.00E-04,5.00E-04
18,19419804,194791,2054,10,9,29,12,10,14,24,20,0,0,0,0,0,0,0,0,0,0,0
19,26003089,89094,2078,9703,11,29,12,9703,30,30,21,0.224999994,0.224999994,0.224999994,0.224999994,0.224999994,0.224999994,0.224999994,0.224999994,0.224999994,0.224999994,0.224999994
20,1299406,32565,1984,10,12,1,12,6,17,14,8,0.492000014,0.492000014,0.492000014,0.492000014,0.492000014,0.492000014,0.492000014,0.492000014,0.492000014,0.492000014,0.492000014
21,20810773,32645,2058,685,9,29,12,685,14,24,19,0,0,0,0,0,0,0,0,0,0,0
22,19502438,280717,2054,685,12,29,84,685,1,6,8,0,0,,0,,0,0,0,0,0,0
23,18918715,105466,2053,685,9,29,12,685,14,24,20,0,0,0,0,0,0,0,0,0,0,0
24,19419811,194791,2054,168,9,29,12,168,14,24,20,0,0,0,0,0,0,0,0,0,0,0
25,19419812,194791,2054,168,12,29,12,168,14,24,8,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,2.40E-03,2.40E-03,2.40E-03,2.40E-03
26,19879088,238910,2055,1084,2,29,12,1084,14,24,10,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
27,19879100,238910,2055,2770,9,29,12,2770,14,24,20,0,0,0,0,0,0,0,0,0,0,0
28,22758975,32649,2064,685,9,29,12,685,2,24,20,0,0,0,0,0,0,0,0,0,0,0
29,22758960,32560,2064,168,12,29,120,168,1,14,8,0,,,,,,,,0,,-0.305000007
30,1445715,32556,1986,10,2,1,12,20932,17,2,10,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014
31,1445716,32556,1986,10,4,21,12,6,17,2,11,1.129999995,1.129999995,1.129999995,1.129999995,1.129999995,1.129999995,1.129999995,1.129999995,1.129999995,1.129999995,1.129999995
32,1445739,32561,1986,10,12,1,12,20932,17,14,8,3.369999886,3.369999886,3.369999886,3.369999886,3.369999886,3.369999886,3.369999886,3.369999886,3.369999886,3.369999886,3.369999886
33,1445762,32572,1986,685,4,21,12,3,17,14,11,0.0092,0.0092,0.0092,0.0092,0.0092,0.0092,0.0092,9.20E-03,9.20E-03,9.20E-03,9.20E-03
34,1299393,32560,1984,685,4,21,12,6,17,14,11,0.015,0.015,0.015,0.015,0.015,0.015,0.015,1.50E-02,1.50E-02,1.50E-02,1.50E-02
35,23594655,32560,2067,10,4,29,84,10,1,14,11,0,,,,,,,,0,,0
36,20593833,194789,2057,10,4,29,12,10,2,24,11,0,0,0,0,0,0,0,0,0,0,0
37,20593848,194789,2057,685,9,29,12,685,2,24,17,0,0,0,0,0,0,0,0,0,0,0
38,20593885,194793,2057,168,9,29,12,168,14,24,19,0,0,0,0,0,0,0,0,0,0,0
39,20955861,194793,2058,168,2,29,12,168,2,24,10,0,0.0002,0.0002,0,0.0002,0,0,0,0,2.00E-04,0
40,21507700,32607,2060,168,4,29,12,168,2,24,11,0,0.0087,0.0087,0,0.0087,0,0.0087,0,0,8.70E-03,0
41,21507750,32624,2060,2770,9,29,12,2770,1,24,17,0,0,0,0,0,0,0,0,0,0,0
42,2591364,89094,1998,9703,11,21,12,9703,30,30,21,0.839999974,0.839999974,0.839999974,0.839999974,0.839999974,0.839999974,0.839999974,0.839999974,0.839999974,0.839999974,0.839999974
43,4547261,32555,2013,685,4,21,12,685,16,14,11,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2.00E-02,2.00E-02,2.00E-02,2.00E-02
44,22758970,32649,2064,685,2,29,12,685,2,24,10,0,1.00E-04,1.00E-04,0,1.00E-04,0,1.00E-04,0,0,1.00E-04,0
45,23324894,32560,2066,685,12,29,12,685,1,14,8,,0.101000004,0,0,0,0,0,,,0,
46,1299380,32556,1984,685,2,1,12,3,17,2,10,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,4.27E-02,4.27E-02,4.27E-02,4.27E-02
47,20593883,194793,2057,168,9,29,12,168,14,24,17,0,0,0,0,0,0,0,0,0,0,0
48,20672308,280718,2057,10,12,29,12,10,2,6,8,,,0,,0,,0,,,0,
49,21006027,238910,2058,1084,4,29,12,1084,2,24,11,0,0,0.0002,0,0.0002,0,0,0,0,2.00E-04,0
50,21006038,238910,2058,2770,9,29,12,2770,2,24,20,0,0,0,0,0,0,0,0,0,0,0
51,20955826,194789,2058,685,2,29,12,685,2,24,10,0,0,0,0,0,0,0,0,0,0,0
52,20955834,194791,2058,10,4,29,12,10,2,24,11,0,0.0015,0.0015,0,0.0015,0,0.0015,0,0,1.50E-03,0
53,2767731,32558,2000,685,2,1,12,6,15,14,10,0.0539,0.0539,0.0539,0.0539,0.0539,0.0539,0.0539,5.39E-02,5.39E-02,5.39E-02,5.39E-02
54,2767824,32572,2000,10,12,1,12,6,16,14,8,0.062600002,0.062600002,0.062600002,0.062600002,0.062600002,0.062600002,0.062600002,6.26E-02,6.26E-02,6.26E-02,6.26E-02
55,28611800,32640,2100,2770,12,29,12,2770,31,24,6,0,0,0,0,0,0,0,0,0,0,0
56,19419827,194792,2054,168,2,29,12,168,2,24,10,0,0,1.00E-04,0,1.00E-04,0,0,0,0,0,0
57,19475335,238910,2054,11168,9,29,12,11168,14,24,18,0,0,0,0,0,0,0,0,0,0,0
58,19419793,194789,2054,685,4,29,12,685,2,24,11,0,0.0002,0.0002,0,0.0002,0,0.0002,0,0,2.00E-04,2.00E-04
59,19475334,238910,2054,11168,9,29,12,11168,14,24,17,0,0,0,0,0,0,0,0,0,0,0
60,19419826,194792,2054,10,12,29,12,10,2,24,8,0,0,0.0007,0,0.0007,0,0,0,0,0,0
61,19419842,194793,2054,10,4,29,12,10,14,24,11,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,3.40E-03,3.40E-03,3.40E-03,3.40E-03
62,19419850,194793,2054,168,9,29,12,168,14,24,17,0,0,0,0,0,0,0,0,0,0,0
63,1371175,32572,1985,10,12,29,12,6,7,14,8,0,0,0,0,0,0,0,0,0,0,0
64,1371177,32572,1985,168,4,29,12,3,7,14,11,0,0,0,0,0,0,0,0,0,0,0
65,1299405,32565,1984,10,4,21,12,20932,17,14,11,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
66,1860218,32556,1991,168,4,21,12,3,17,2,11,5.739999771,5.739999771,5.739999771,5.739999771,5.739999771,5.739999771,5.739999771,5.739999771,5.739999771,5.739999771,5.739999771
67,1860234,32560,1991,685,12,1,12,3,17,14,8,0.998000026,0.998000026,0.998000026,0.998000026,0.998000026,0.998000026,0.998000026,0.998000026,0.998000026,0.998000026,0.998000026
68,23856733,32649,2068,12830,9,29,12,12830,2,24,20,0,0,0,0,0,0,0,0,0,0,0
69,23648044,109270,2067,9704,10,29,12,9704,26,26,23,0,0,0,0,0,0,0,0,0,0,0
70,20593837,194789,2057,10,9,29,12,10,2,24,20,0,0,0,0,0,0,0,0,0,0,0
71,20593851,194789,2057,685,9,29,12,685,2,24,20,0,0,0,0,0,0,0,0,0,0,0
72,20593860,194791,2057,168,2,29,12,168,14,24,10,0.0002,0.0002,0.0002,0,0.0002,0,0.0002,0,0,2.00E-04,2.00E-04
73,20593887,194793,2057,168,12,29,12,168,14,24,8,0.0017,0.0017,0.0017,0,0.0017,0,0.0017,0,0,1.70E-03,0
74,20810800,32649,2058,12830,9,29,12,12830,14,24,18,0,0,0,0,0,0,0,0,0,0,0
75,21006023,238910,2058,685,9,29,12,685,2,24,19,0,0,0,0,0,0,0,0,0,0,0
76,21006059,238914,2058,685,9,29,12,685,14,24,20,0,0,0,0,0,0,0,0,0,0,0
77,20955821,194789,2058,168,9,29,12,168,2,24,17,0,0,0,0,0,0,0,0,0,0,0
78,20955858,194793,2058,10,9,29,12,10,2,24,19,0,0,0,0,0,0,0,0,0,0,0
79,21507725,32614,2060,168,9,29,12,168,2,24,20,0,0,0,0,0,0,0,0,0,0,0
80,21688021,238910,2060,11168,4,29,12,11168,2,24,11,0,0,0.0008,0,0,0,0,0,0,0,0
81,21507757,32624,2060,12830,9,29,12,12830,1,24,17,0,0,0,0,0,0,0,0,0,0,0
82,2767774,32563,2000,685,4,21,12,3,15,2,11,0.046,0.046,0.046,0.046,0.046,0.046,0.046,4.60E-02,4.60E-02,4.60E-02,4.60E-02
83,2767846,32584,2000,168,12,1,12,3,15,2,8,0.208000004,0.208000004,0.208000004,0.208000004,0.208000004,0.208000004,0.208000004,0.208000004,0.208000004,0.208000004,0.208000004
84,19879102,238910,2055,8924,2,29,12,8924,14,24,10,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,2.00E-04,2.00E-04,2.00E-04,2.00E-04
85,22622666,238914,2063,18340,9,29,12,18340,14,24,18,0,0,0,0,0,0,0,0,0,0,0
86,1445714,32556,1986,10,2,1,12,6,17,2,10,0.426999986,0.426999986,0.426999986,0.426999986,0.426999986,0.426999986,0.426999986,0.426999986,0.426999986,0.426999986,0.426999986
87,1445721,32556,1986,685,2,1,12,6,17,2,10,0.107000001,0.107000001,0.107000001,0.107000001,0.107000001,0.107000001,0.107000001,0.107000001,0.107000001,0.107000001,0.107000001
88,1371180,32572,1985,685,4,29,12,6,7,14,11,0,0,0,0,0,0,0,0,0,0,0
89,23324895,32560,2066,685,12,29,84,685,1,14,8,0,,,,,,,,0,,0
90,1299404,32565,1984,10,4,21,12,6,17,14,11,0.048,0.048,0.048,0.048,0.048,0.048,0.048,4.80E-02,4.80E-02,4.80E-02,4.80E-02
91,23856722,32649,2068,685,4,29,12,685,2,24,11,0,0,0,0,0,0,0,0,0,0,0
92,20593852,194789,2057,685,12,29,12,685,2,24,8,0,0,0,0,0,0,0,0,0,0,0
93,20593857,194791,2057,10,9,29,12,10,14,24,19,0,0,0,0,0,0,0,0,0,0,0
94,20593877,194793,2057,10,9,29,12,10,14,24,18,0,0,0,0,0,0,0,0,0,0,0
95,20593891,194793,2057,685,9,29,12,685,14,24,18,0,0,0,0,0,0,0,0,0,0,0
96,20810784,32645,2058,8924,4,29,12,8924,14,24,11,1.00E-04,1.00E-04,1.00E-04,0,1.00E-04,0,1.00E-04,0,0,1.00E-04,1.00E-04
97,20672315,280718,2057,685,12,29,84,685,2,6,8,0,0,,0,,0,,0,0,,0
98,21006028,238910,2058,1084,9,29,12,1084,2,24,17,0,0,0,0,0,0,0,0,0,0,0
99,21006033,238910,2058,2770,2,29,12,2770,2,24,10,0,0,0,0,0,0,0,0,0,0,0
100,20955830,194789,2058,685,9,29,12,685,2,24,19,0,0,0,0,0,0,0,0,0,0,0
101,20955850,194791,2058,685,9,29,12,685,2,24,18,0,0,0,0,0,0,0,0,0,0,0
102,21640378,194791,2060,685,4,29,12,685,2,24,11,0,0,0.001,0,0,0,0,0,0,0,0
103,21688036,238914,2060,18247,9,29,12,18247,14,24,17,0,0,0,0,0,0,0,0,0,0,0
104,21507705,32607,2060,168,12,29,12,168,2,24,6,0,0,0,0,0,0,0,0,0,0,0
105,21507718,32614,2060,10,9,29,12,10,2,24,20,0,0,0,0,0,0,0,0,0,0,0
106,21507724,32614,2060,168,9,29,12,168,2,24,19,0,0,0,0,0,0,0,0,0,0,0
107,21507758,32624,2060,12830,9,29,12,12830,1,24,18,0,0,0,0,0,0,0,0,0,0,0
108,2767759,32561,2000,10,12,1,12,20932,16,14,8,6.110000134,6.110000134,6.110000134,6.110000134,6.110000134,6.110000134,6.110000134,6.110000134,6.110000134,6.110000134,6.110000134
109,2767828,32572,2000,685,4,21,12,3,16,14,11,0,0,0,0,0,0,0,0,0,0,0
110,20593894,194793,2057,685,12,29,12,685,14,24,8,0.0009,0.0009,0.0009,0,0.0009,0,0.0009,0,0,9.00E-04,0
111,19342600,105466,2054,17835,8,29,12,17835,14,24,6,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,1.30E-03,1.30E-03,1.30E-03,1.30E-03
112,21006049,238910,2058,11168,9,29,12,11168,2,24,17,0,0,0,0,0,0,0,0,0,0,0
113,21688012,238910,2060,2770,12,29,12,2770,2,24,8,0,0,0.0002,0,0,0,0,0,0,0,0
114,2767730,32558,2000,685,2,1,12,3,15,14,10,0.165000007,0.165000007,0.165000007,0.165000007,0.165000007,0.165000007,0.165000007,0.165000007,0.165000007,0.165000007,0.165000007
115,19879119,238914,2055,685,9,29,12,685,14,24,18,0,0,0,0,0,0,0,0,0,0,0
116,1445758,32572,1986,10,12,1,12,6,17,14,8,0.354000002,0.354000002,0.354000002,0.354000002,0.354000002,0.354000002,0.354000002,0.354000002,0.354000002,0.354000002,0.354000002
117,1371181,32572,1985,685,4,29,12,20932,7,14,11,0,0,0,0,0,0,0,0,0,0,0
118,1299386,32560,1984,10,4,21,12,6,17,14,11,0.059999999,0.059999999,0.059999999,0.059999999,0.059999999,0.059999999,0.059999999,6.00E-02,6.00E-02,6.00E-02,6.00E-02
119,1860238,32561,1991,10,12,1,12,20932,17,14,8,2.950000048,2.950000048,2.950000048,2.950000048,2.950000048,2.950000048,2.950000048,2.950000048,2.950000048,2.950000048,2.950000048
120,23856726,32649,2068,685,9,29,12,685,2,24,20,0,0,0,0,0,0,0,0,0,0,0
121,1371179,32572,1985,685,4,29,12,3,7,14,11,0,0,0,0,0,0,0,0,0,0,0
122,23324896,32560,2066,685,12,29,120,685,1,14,8,0,,,,,,,,0,,0
123,20810781,32645,2058,2770,9,29,12,2770,14,24,20,0,0,0,0,0,0,0,0,0,0,0
124,21006055,238914,2058,685,4,29,12,685,14,24,11,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,2.50E-03,2.50E-03,2.50E-03,2.50E-03
125,20955838,194791,2058,10,9,29,12,10,2,24,20,0,0,0,0,0,0,0,0,0,0,0
126,21640387,194793,2060,168,4,29,12,168,2,24,11,0,0,0.001,0,0.001,0,0,0,0,0,0
127,21507684,32560,2060,168,12,29,84,168,1,14,8,0,,,,,,,,0,,0.244000003
128,2767763,32561,2000,685,4,21,12,6,16,14,11,0.033,0.033,0.033,0.033,0.033,0.033,0.033,3.30E-02,3.30E-02,3.30E-02,3.30E-02
129,2767767,32561,2000,685,12,1,12,20932,16,14,8,1.529999971,1.529999971,1.529999971,1.529999971,1.529999971,1.529999971,1.529999971,1.529999971,1.529999971,1.529999971,1.529999971
130,20810793,32649,2058,685,9,29,12,685,14,24,18,0,0,0,0,0,0,0,0,0,0,0
131,21688002,238910,2060,1084,9,29,12,1084,2,24,18,0,0,0,0,0,0,0,0,0,0,0
132,2767839,32574,2000,685,12,1,12,20932,14,2,8,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,3.90E-03,3.90E-03,3.90E-03,3.90E-03
133,2654385,32570,1999,685,2,1,12,20932,17,14,10,0.653999984,0.653999984,0.653999984,0.653999984,0.653999984,0.653999984,0.653999984,0.653999984,0.653999984,0.653999984,0.653999984
134,2654391,32572,1999,10,12,1,12,6,16,14,8,0.058400001,0.058400001,0.058400001,0.058400001,0.058400001,0.058400001,0.058400001,5.84E-02,5.84E-02,5.84E-02,5.84E-02
135,2654428,32589,1999,685,4,21,12,20932,17,14,11,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,1.56E-02,1.56E-02,1.56E-02,1.56E-02
136,2767703,32555,2000,10,12,1,12,20932,15,14,8,0.686999977,0.686999977,0.686999977,0.686999977,0.686999977,0.686999977,0.686999977,0.686999977,0.686999977,0.686999977,0.686999977
137,7266695,279421,2027,10,12,29,84,10,17,8,8,1.570000052,1.570000052,,1.570000052,,1.570000052,1.570000052,1.570000052,1.570000052,,1.570000052
138,7266696,279421,2027,10,12,29,120,10,17,8,8,-1.570000052,-1.570000052,,-1.570000052,,-1.570000052,-1.570000052,-1.570000052,-1.570000052,,-1.570000052
139,2767842,32584,2000,10,12,1,12,6,15,2,8,0.067699999,0.067699999,0.067699999,0.067699999,0.067699999,0.067699999,0.067699999,6.77E-02,6.77E-02,6.77E-02,6.77E-02
140,4547258,32555,2013,10,12,21,12,20932,16,14,8,0.196999997,0.196999997,0.196999997,0.196999997,0.196999997,0.196999997,0.196999997,0.196999997,0.196999997,0.196999997,0.196999997
141,4547263,32556,2013,10,2,21,12,6,14,2,10,0.458999991,0.458999991,0.458999991,0.458999991,0.458999991,0.458999991,0.458999991,0.458999991,0.458999991,0.458999991,0.458999991
142,4547264,32556,2013,10,2,21,12,20932,14,2,10,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057
143,4547265,32556,2013,10,4,21,12,6,14,2,11,1.080000043,1.080000043,1.080000043,1.080000043,1.080000043,1.080000043,1.080000043,1.080000043,1.080000043,1.080000043,1.080000043
144,4547275,32558,2013,168,2,21,12,3,14,14,10,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,8.60E-03,8.60E-03,8.60E-03,8.60E-03
145,4547282,32559,2013,12830,4,21,12,12830,16,14,11,0,0,0,0,0,0,0,0,0,0,0
146,4547291,32560,2013,168,4,21,12,3,14,14,11,0.514999986,0.514999986,0.514999986,0.514999986,0.514999986,0.514999986,0.514999986,0.514999986,0.514999986,0.514999986,0.514999986
147,4547300,32561,2013,168,12,21,12,3,14,14,8,1.289999962,1.289999962,1.289999962,1.289999962,1.289999962,1.289999962,1.289999962,1.289999962,1.289999962,1.289999962,1.289999962
148,4547320,32567,2013,10,4,21,12,20932,16,14,11,0.717999995,0.717999995,0.717999995,0.717999995,0.717999995,0.717999995,0.717999995,0.717999995,0.717999995,0.717999995,0.717999995
149,4547328,32570,2013,10,2,21,12,20932,14,14,10,0.045600001,0.045600001,0.045600001,0.045600001,0.045600001,0.045600001,0.045600001,4.56E-02,4.56E-02,4.56E-02,4.56E-02
150,4547375,32593,2013,18340,12,21,12,20433,14,14,8,0.046799999,0.046799999,0.046799999,0.046799999,0.046799999,0.046799999,0.046799999,4.68E-02,4.68E-02,4.68E-02,4.68E-02
151,5158280,32560,2017,168,4,21,12,3,14,14,11,0.405000001,0.405000001,0.405000001,0.405000001,0.405000001,0.405000001,0.405000001,0.405000001,0.405000001,0.405000001,0.405000001
152,5158290,32561,2017,685,4,21,12,685,14,14,11,0,0,0,0,0,0,0,0,0,0,0
153,5158294,32563,2017,168,12,21,12,3,14,2,8,0,0,0,0,0,0,0,0,0,0,0
154,5158298,32565,2017,10,12,21,12,6,14,14,8,0.421999991,0.421999991,0.421999991,0.421999991,0.421999991,0.421999991,0.421999991,0.421999991,0.421999991,0.421999991,0.421999991
155,5158300,32565,2017,168,4,21,12,3,14,14,11,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184
156,5158303,32565,2017,685,12,21,12,685,14,14,8,0.703999996,0.703999996,0.703999996,0.703999996,0.703999996,0.703999996,0.703999996,0.703999996,0.703999996,0.703999996,0.703999996
157,5158349,32584,2017,12830,4,21,12,20460,14,2,11,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,1.98E-02,1.98E-02,1.98E-02,1.98E-02
158,23594660,32560,2067,168,4,29,12,168,1,14,11,,0,0,0,0,0,0,,,0,
159,20810771,32645,2058,685,9,29,12,685,14,24,17,0,0,0,0,0,0,0,0,0,0,0
160,20810787,32645,2058,8924,9,29,12,8924,14,24,19,0,0,0,0,0,0,0,0,0,0,0
161,21006047,238910,2058,11168,2,29,12,11168,2,24,10,0,0,1.00E-04,0,1.00E-04,0,0,0,0,1.00E-04,0
162,21006054,238914,2058,685,2,29,12,685,14,24,10,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,5.00E-04,5.00E-04,5.00E-04,5.00E-04
163,21640388,194793,2060,168,9,29,12,168,2,24,17,0,0,0,0,0,0,0,0,0,0,0
164,21687992,238910,2060,685,2,29,12,685,2,24,10,0,0,1.00E-04,0,0,0,0,0,0,0,0
165,21507685,32560,2060,168,12,29,120,168,1,14,8,0,,,,,,,,0,,-0.244000003
166,21507743,32623,2060,18340,9,29,12,18340,2,24,17,0,0,0,0,0,0,0,0,0,0,0
167,21507760,32624,2060,12830,9,29,12,12830,1,24,20,0,0,0,0,0,0,0,0,0,0,0
168,2767775,32563,2000,685,4,21,12,6,15,2,11,0.015,0.015,0.015,0.015,0.015,0.015,0.015,1.50E-02,1.50E-02,1.50E-02,1.50E-02
169,2767822,32572,2000,10,4,21,12,6,16,14,11,0,0,0,0,0,0,0,0,0,0,0
170,2654425,32589,1999,168,12,29,12,3,17,14,8,4.460000038,4.460000038,4.460000038,4.460000038,4.460000038,4.460000038,4.460000038,4.460000038,4.460000038,4.460000038,4.460000038
171,2654429,32589,1999,685,12,29,12,3,17,14,8,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014,1.110000014
172,2767701,32555,2000,10,4,21,12,20932,15,14,11,0.217999995,0.217999995,0.217999995,0.217999995,0.217999995,0.217999995,0.217999995,0.217999995,0.217999995,0.217999995,0.217999995
173,2767722,32556,2000,685,4,21,12,6,16,2,11,0.081,0.081,0.081,0.081,0.081,0.081,0.081,8.10E-02,8.10E-02,8.10E-02,8.10E-02
174,4547273,32558,2013,10,4,21,12,6,14,14,11,0.024,0.024,0.024,0.024,0.024,0.024,0.024,2.40E-02,2.40E-02,2.40E-02,2.40E-02
175,4547321,32567,2013,10,8,21,12,6,16,14,9,0.521000028,0.521000028,0.521000028,0.521000028,0.521000028,0.521000028,0.521000028,0.521000028,0.521000028,0.521000028,0.521000028
176,4547351,32584,2013,10,4,21,12,6,14,2,11,0.006,0.006,0.006,0.006,0.006,0.006,0.006,6.00E-03,6.00E-03,6.00E-03,6.00E-03
177,21688000,238910,2060,1084,4,29,12,1084,2,24,11,0,0,0.0002,0,0,0,0,0,0,0,0
178,4547372,32592,2013,12830,12,21,12,20460,14,14,8,0.193000004,0.193000004,0.193000004,0.193000004,0.193000004,0.193000004,0.193000004,0.193000004,0.193000004,0.193000004,0.193000004
179,5158266,32558,2017,685,2,21,12,685,14,14,10,0.104000002,0.104000002,0.104000002,0.104000002,0.104000002,0.104000002,0.104000002,0.104000002,0.104000002,0.104000002,0.104000002
180,2654392,32572,1999,10,12,1,12,20932,16,14,8,0.151999995,0.151999995,0.151999995,0.151999995,0.151999995,0.151999995,0.151999995,0.151999995,0.151999995,0.151999995,0.151999995
181,5158367,32593,2017,18340,12,21,12,20433,14,14,8,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845
182,16796983,280717,2048,10,12,29,48,10,2,6,8,,,,,0.056299999,,,,,,
183,16796984,280717,2048,10,12,29,84,10,2,6,8,0,0.056299999,,0,,0,0.056299999,0,0,5.63E-02,5.63E-02
184,16796987,280717,2048,168,12,29,48,168,2,6,8,,,,,0.048,,,,,,
185,16796989,280717,2048,168,12,29,120,168,2,6,8,0,-0.048,,0,,0,-0.048,0,0,-4.80E-02,-4.80E-02
186,16699164,192071,2048,18340,4,29,84,18340,2,31,11,0,0.024900001,,0,0.024900001,0,0.024900001,0,0,2.49E-02,0
187,16699168,192071,2048,18340,12,29,120,18340,2,31,8,0,-0.112999998,,0,-0.112999998,0,-0.112999998,0,0,-0.112999998,0
188,16768856,238908,2048,18340,4,29,12,18340,2,24,11,0,0.0059,0.0059,0,0.0059,0,0.0059,0,0,5.90E-03,0
189,16768860,238908,2048,18340,9,29,12,18340,2,24,20,0,0,0,0,0,0,0,0,0,0,0
190,16768878,238910,2048,2770,9,29,12,2770,16,24,17,0,0,0,0,0,0,0,0,0,0,0
191,16768903,238914,2048,685,12,29,12,685,15,24,8,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,1.67E-02,1.67E-02,1.67E-02,1.67E-02
192,16768917,238914,2048,18340,12,29,12,18340,15,24,8,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418
193,16767480,237729,2048,685,12,29,144,685,14,9,6,-0.289999992,-0.289999992,,-0.289999992,,-0.289999992,-0.289999992,0,-0.289999992,,-0.289999992
194,16699161,192071,2048,685,12,29,84,685,2,31,8,0,0.064400002,,0,0.064400002,0,0.064400002,0,0,6.44E-02,0
195,16768898,238914,2048,685,4,29,12,685,15,24,11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00E-02,1.00E-02,1.00E-02,1.00E-02
196,16768895,238910,2048,11168,9,29,12,11168,16,24,20,0,0,0,0,0,0,0,0,0,0,0
197,16984110,32560,2049,168,4,29,84,168,14,14,11,0.188999996,,,,,,,,0,,0.209000006
198,16984114,32560,2049,168,12,29,84,168,14,14,8,0.210999996,,,,,,,,0,,0.233999997
199,16984131,32566,2049,168,4,29,120,168,14,6,11,,,,-0.156000003,,-0.156000003,,0,-0.156000003,,-0.156000003
200,16984135,32566,2049,685,4,29,120,685,14,6,11,,,,-0.084899999,,-0.084899999,,0,-0.084899999,,-0.084899999
201,16984144,32573,2049,168,4,29,12,168,14,7,11,,,0.0451,,0.0451,,,,,,
202,16984156,32573,2049,685,12,29,12,685,14,7,6,,,0,,0,,,,,,
